# ChronoModel 2.0.18
# lezoux.chr
# Date Format : BC/AD
iter;Lezoux
11147;642,553542658005
11148;742,233706302246
11149;720,202913996587
11150;722,01272168779
11151;630,736088565101
11152;717,882462598761
11153;614,669248146885
11154;572,965855483582
11155;720,44901417355
11156;730,013336786299
11157;806,373387774214
11158;851,369463071847
11159;858,079954450872
11160;940,429278582807
11161;726,609680330886
11162;788,816783205787
11163;709,801866213931
11164;725,650992825343
11165;741,035135095561
11166;807,095196812825
11167;789,886555733598
11168;796,409753804506
11169;840,26598156091
11170;706,032103688142
11171;633,440308445574
11172;643,110540102575
11173;618,112049249279
11174;694,674005671556
11175;659,076626971617
11176;776,405852245035
11177;712,103980265184
11178;645,091137303438
11179;555,496218950448
11180;667,705482021114
11181;580,681746635295
11182;753,684802529969
11183;654,722933068622
11184;604,66160853141
11185;624,484847298151
11186;685,668024054104
11187;609,960201275809
11188;619,267548796445
11189;640,161448099707
11190;613,512665153841
11191;632,406917458647
11192;633,044496731603
11193;688,197876758458
11194;682,419018391775
11195;701,243316687817
11196;666,88596260405
11197;745,979816920875
11198;737,140745295955
11199;759,029558828328
11200;715,31543098682
11201;743,59852397514
11202;809,753051264097
11203;729,961511983
11204;799,563237171505
11205;932,639029839386
11206;771,559220858847
11207;732,125107598779
11208;703,358281505263
11209;654,39988399862
11210;654,422840335674
11211;652,987866564416
11212;597,435177312741
11213;672,684876039828
11214;676,219907607014
11215;613,087762003384
11216;910,239937395787
11217;685,388315100868
11218;645,312628270999
11219;653,246595120323
11220;647,010223610549
11221;643,172453978303
11222;700,748682348236
11223;680,307187728337
11224;627,411143492981
11225;657,368318793934
11226;568,719168120578
11227;623,081881176071
11228;769,451681934779
11229;690,38868054427
11230;750,247229209874
11231;567,957133624489
11232;599,935981884473
11233;653,845019737916
11234;662,29128797309
11235;557,70998246248
11236;779,095415652624
11237;780,837282975152
11238;820,518129335177
11239;722,827817148507
11240;726,576796416497
11241;787,752079429368
11242;688,676758329891
11243;819,531104485536
11244;653,580289249884
11245;691,552355712483
11246;716,369589241481
11247;806,932968641498
11248;827,37060249003
11249;763,27054159244
11250;639,385998830021
11251;711,250776940988
11252;678,682664656338
11253;764,167715892556
11254;675,650126818544
11255;690,364599940429
11256;660,650131909504
11257;575,469733994016
11258;846,60970144198
11259;856,150436148427
11260;707,268634602692
11261;762,953138045246
11262;745,0484014757
11263;759,781044833416
11264;671,877185573742
11265;678,590689191601
11266;654,923602748645
11267;701,72432565132
11268;633,593669421014
11269;681,006380153616
11270;636,640409166698
11271;792,815626082295
11272;722,899919346295
11273;830,088449244075
11274;776,496971514177
11275;884,666575125022
11276;885,051251487133
11277;640,315178615744
11278;595,162026251086
11279;607,447876278483
11280;680,94562882495
11281;688,913244696098
11282;815,64596588908
11283;762,65391544938
11284;817,755516839535
11285;618,630295626334
11286;735,27115240619
11287;640,222204935301
11288;778,749584107671
11289;667,190578934798
11290;715,151853195702
11291;764,598914884683
11292;788,998290477161
11293;1040,21409273413
11294;838,503029168915
11295;745,224086194496
11296;690,261361111369
11297;629,867959273423
11298;665,444758563516
11299;720,765828342039
11300;707,700943553015
11301;735,062224159653
11302;734,844893281319
11303;854,657271927065
11304;880,382711197422
11305;863,077961875483
11306;842,779369186204
11307;815,652763289917
11308;651,499661918599
11309;651,15593279923
11310;668,790738036108
11311;704,545493163806
11312;725,485860918477
11313;737,252923881592
11314;741,204403514717
11315;803,620406134786
11316;640,994476126135
11317;691,044753810808
11318;660,733540644627
11319;835,901145343187
11320;832,009498533339
11321;807,042153241644
11322;777,336055606235
11323;769,614456983982
11324;672,185636565146
11325;756,434529042582
11326;741,885888224539
11327;697,431528002911
11328;685,424890751698
11329;694,201133086886
11330;676,685715372283
11331;598,263711493866
11332;665,539432390336
11333;671,63567395576
11334;656,944790843004
11335;813,873501712492
11336;793,016345999639
11337;837,592239565474
11338;798,713186559133
11339;860,934210054453
11340;912,446163534262
11341;731,38208294238
11342;700,41919765069
11343;690,062158267175
11344;872,081667860984
11345;763,136620967767
11346;819,811220572491
11347;841,404207487425
11348;783,556867096112
11349;667,241463285485
11350;599,213085159231
11351;669,388348401623
11352;708,858846325914
11353;622,536332641529
11354;602,783297661067
11355;652,565448743544
11356;666,875222655812
11357;611,191742114679
11358;609,115337847205
11359;624,957191611221
11360;651,965333206586
11361;727,847461852804
11362;857,95673802705
11363;845,183459776007
11364;861,871649944901
11365;781,328507638625
11366;890,328234443588
11367;835,780963668146
11368;797,752530005661
11369;728,986069021045
11370;806,223516050313
11371;803,042717963184
11372;654,002421764869
11373;812,551112117972
11374;823,997166548931
11375;859,98142701698
11376;859,40020661109
11377;692,916374171212
11378;663,805940460977
11379;595,993082584495
11380;621,737380223062
11381;668,098167052741
11382;785,331805141119
11383;673,375245234257
11384;629,43455870182
11385;645,762638532729
11386;698,592646234009
11387;608,247952474217
11388;634,00985398513
11389;584,691688884666
11390;756,190167350168
11391;524,998686404467
11392;700,673175889316
11393;778,633216093048
11394;764,984703524904
11395;693,341070500609
11396;641,728440944696
11397;705,179532535173
11398;767,975901846078
11399;670,981893283045
11400;787,815988346027
11401;682,910265039222
11402;656,387586331091
11403;717,577744528656
11404;735,532048670349
11405;663,929686628485
11406;694,318298966561
11407;704,346804562838
11408;556,355067568663
11409;624,259028439253
11410;717,374027445132
11411;720,060064779606
11412;687,825948022163
11413;790,16803989938
11414;675,241791465172
11415;679,962638068567
11416;603,67808241194
11417;562,396148243412
11418;742,846263673259
11419;725,980570282782
11420;771,36436301639
11421;750,640553015298
11422;745,87483200202
11423;641,322457637013
11424;615,551366225969
11425;729,331325339158
11426;731,266529992565
11427;639,91049407969
11428;771,362891490786
11429;788,350321357014
11430;682,296836116171
11431;763,828078368793
11432;729,737461916339
11433;725,617823184662
11434;687,501845198526
11435;694,560968317139
11436;682,958242509973
11437;657,930110115675
11438;638,388433419875
11439;582,039573200656
11440;615,664853003173
11441;690,543748815856
11442;679,545195663384
11443;659,410740267958
11444;823,471378508316
11445;762,325450387483
11446;757,885942996315
11447;907,490869179531
11448;707,753967135252
11449;793,085823384669
11450;663,57852923181
11451;659,904711177382
11452;723,61052827382
11453;781,075439084005
11454;665,577298864682
11455;635,029820476119
11456;653,458078867306
11457;658,316373931526
11458;643,96680138657
11459;645,758527643189
11460;655,944640796278
11461;604,60564678512
11462;672,326512376322
11463;754,111111587861
11464;600,914479135232
11465;627,524499786759
11466;691,938738408916
11467;638,159471929278
11468;620,475763304937
11469;756,727366999604
11470;671,21480822173
11471;768,475571971962
11472;671,656510772519
11473;771,395339805298
11474;644,551233588328
11475;751,435285335134
11476;604,207368301789
11477;630,572502470476
11478;846,043358187282
11479;990,848572519339
11480;945,149188639878
11481;792,744620921549
11482;702,52711979602
11483;673,331176786998
11484;726,523764759568
11485;696,535663366404
11486;648,717101086393
11487;733,912952760108
11488;692,845634527262
11489;733,48792348754
11490;724,869224477144
11491;703,973327672544
11492;769,657684073837
11493;812,570519660634
11494;664,492802715751
11495;686,493262833477
11496;684,90923039493
11497;708,862138751037
11498;650,484300908764
11499;622,121101910126
11500;695,108103392334
11501;695,404663519176
11502;629,925498327788
11503;705,947044648034
11504;709,249342687461
11505;665,048386917057
11506;706,567357709332
11507;699,581404685435
11508;691,346375257325
11509;670,902550145684
11510;614,702753309408
11511;642,425921478174
11512;609,949938498271
11513;741,545204262119
11514;712,760212415501
11515;612,624293139243
11516;554,526031094651
11517;667,023271190064
11518;546,743000083662
11519;715,97744246388
11520;641,560418015485
11521;621,268220012026
11522;685,653207732438
11523;725,239838706588
11524;590,112700891123
11525;605,487117954605
11526;604,844718942177
11527;676,867099776505
11528;635,139326446852
11529;728,676126579643
11530;790,074069590006
11531;854,206963023196
11532;937,796131998373
11533;763,615009644734
11534;775,027789141894
11535;697,371430746986
11536;605,088096329048
11537;477,020684581113
11538;727,540733610359
11539;617,138165663501
11540;621,364102232495
11541;610,071489152412
11542;592,613342614308
11543;629,707062594756
11544;609,649214846723
11545;636,032469330855
11546;635,26847732535
11547;563,00855569845
11548;622,76216230331
11549;592,065391153272
11550;611,780066741184
11551;707,134663638634
11552;727,392130014109
11553;797,706388488701
11554;795,207605943688
11555;707,584102148164
11556;614,129726688087
11557;648,234863078538
11558;706,88011007172
11559;676,806785676974
11560;828,35808263402
11561;768,401555799351
11562;670,252751609928
11563;700,004847782464
11564;703,141762460943
11565;705,271209300205
11566;696,188200500758
11567;638,024316363743
11568;650,862422882321
11569;656,528817434787
11570;616,270376612567
11571;669,165910884022
11572;643,275373406844
11573;703,134010840396
11574;875,266858832929
11575;780,803708688781
11576;764,758955393934
11577;593,41122966122
11578;676,606975239379
11579;658,056243896009
11580;615,422084476217
11581;625,715673629153
11582;583,646163431506
11583;690,193288206627
11584;659,264366156513
11585;592,787286839753
11586;657,263540726149
11587;677,430061597093
11588;579,455341280201
11589;647,032448497813
11590;704,891022052734
11591;751,23913859078
11592;734,061341364533
11593;665,352093370523
11594;726,818495091378
11595;893,810430013134
11596;752,962499721598
11597;732,416186538848
11598;652,92055931323
11599;622,690666418013
11600;604,335722711898
11601;746,550320297438
11602;695,517405193806
11603;639,544003990883
11604;660,529437282823
11605;694,000379939265
11606;704,044965792743
11607;726,319826282063
11608;694,585688478972
11609;740,50846232545
11610;695,165442520199
11611;806,092491156606
11612;611,353848973276
11613;592,493744759662
11614;637,699224863461
11615;615,318070192976
11616;710,086563921898
11617;762,09859381333
11618;735,815193989319
11619;675,511550967395
11620;773,289902321359
11621;907,106437391578
11622;957,277769211381
11623;875,574187864889
11624;658,51886801841
11625;641,175925729156
11626;768,387776458456
11627;677,354386008491
11628;695,993641466071
11629;676,864367725269
11630;703,152459315481
11631;749,876959156414
11632;630,634867288196
11633;627,521114926565
11634;710,671221682686
11635;664,831281400615
11636;675,474070973149
11637;585,93175817985
11638;629,190627530404
11639;597,939779132211
11640;688,987320331974
11641;478,476643228363
11642;627,258282728703
11643;636,712141965476
11644;630,7743644513
11645;695,607908524353
11646;735,743032825758
11647;733,4237748823
11648;715,892599413808
11649;768,622167686631
11650;649,695414111638
11651;748,793263895138
11652;749,703672604079
11653;774,683775083138
11654;712,748791600977
11655;642,079148884986
11656;784,265976453621
11657;801,032530928342
11658;849,625041087253
11659;735,673779063976
11660;714,394343421866
11661;645,868966758004
11662;663,147683366715
11663;792,994992958439
11664;843,509882641704
11665;809,775501383994
11666;772,547254511188
11667;900,595086339345
11668;888,125630449646
11669;886,156933234018
11670;875,884864307751
11671;670,79185539548
11672;758,936220588573
11673;926,274945575518
11674;742,822939124046
11675;595,554578326021
11676;679,720369753042
11677;646,011797695767
11678;725,296674027278
11679;756,108387232223
11680;891,119094323461
11681;865,177340383328
11682;783,393257391859
11683;689,416264140896
11684;769,011127174178
11685;669,445080458934
11686;695,49050033567
11687;657,085259018662
11688;672,185850441363
11689;625,155716770341
11690;626,305820907835
11691;682,992703467138
11692;806,248285180769
11693;776,676869720681
11694;675,14738643652
11695;640,543773209159
11696;574,494302446073
11697;676,148863991293
11698;656,896697878853
11699;665,771094103609
11700;719,163383773822
11701;687,411591049381
11702;732,75878266711
11703;764,216529583973
11704;754,384922429531
11705;717,042769176552
11706;668,149220513978
11707;694,880924459777
11708;614,764837613786
11709;650,117535288584
11710;690,691750838047
11711;699,49831008254
11712;696,504162995875
11713;789,99504023196
11714;742,6083695263
11715;797,072756203388
11716;936,680606489477
11717;751,711496935818
11718;690,490955165859
11719;681,481547540127
11720;666,079437517858
11721;712,166177099686
11722;638,032161051225
11723;675,872069592146
11724;695,963914085109
11725;669,51992650094
11726;597,113323372267
11727;595,928847336538
11728;614,546936148836
11729;713,206774686479
11730;695,605981279203
11731;808,939191433721
11732;781,134499153483
11733;713,350126523899
11734;613,31749993411
11735;631,247963897264
11736;746,800072931308
11737;762,469799042053
11738;689,818069834384
11739;761,235008229655
11740;727,216237549816
11741;630,673893568134
11742;666,385933039804
11743;649,942510250793
11744;743,481031810378
11745;654,788147161274
11746;668,185001817248
11747;614,282188537945
11748;631,592087685366
11749;570,086681715837
11750;785,967783783677
11751;851,61203257236
11752;939,886378704716
11753;748,136030769244
11754;538,192521821169
11755;649,882500619406
11756;673,386238942233
11757;635,950840915892
11758;601,847094612576
11759;650,98492932033
11760;601,823581120645
11761;672,322151051545
11762;657,974221733396
11763;638,335149317469
11764;772,258251468495
11765;745,637492028516
11766;713,719293334404
11767;741,867300700503
11768;798,683472195715
11769;673,837576336232
11770;635,020620535308
11771;644,605323231684
11772;586,262107975019
11773;779,773671726407
11774;851,646816175789
11775;762,434927338508
11776;701,32606474713
11777;737,158374057674
11778;667,628327497899
11779;721,93870612727
11780;550,080437633188
11781;683,046652219852
11782;601,438654497993
11783;666,878742921627
11784;613,499028503563
11785;611,797091193525
11786;679,819642661624
11787;552,403287571446
11788;815,870466651351
11789;796,255985754571
11790;728,074663203703
11791;758,252846712322
11792;796,158339086212
11793;739,504419803005
11794;800,558495877455
11795;640,451948457952
11796;688,029515269633
11797;681,384324206089
11798;760,279844590242
11799;715,151926872985
11800;913,377336983559
11801;893,035694941003
11802;767,874981623661
11803;810,376748064411
11804;760,8916642779
11805;694,624139996505
11806;707,846326269242
11807;727,488714543804
11808;786,917774851178
11809;724,821599783417
11810;743,038654324834
11811;736,036346115908
11812;681,774943969144
11813;609,139451037812
11814;664,83618803404
11815;692,439591020653
11816;657,713705352684
11817;744,903118791401
11818;582,895347966452
11819;685,343527377161
11820;679,868706929884
11821;643,932824217259
11822;719,175238717434
11823;539,083231120985
11824;633,826328192552
11825;667,035727805179
11826;672,464269920302
11827;753,029660889348
11828;727,613386955226
11829;738,093868539232
11830;855,597472502175
11831;740,037642719277
11832;818,295499452711
11833;750,998929057362
11834;739,207610897036
11835;657,669881930897
11836;678,195002642751
11837;653,918464594663
11838;635,958505044902
11839;646,831462332241
11840;737,74845736562
11841;648,963785175606
11842;697,417922578526
11843;730,115900007142
11844;666,375579611737
11845;728,644525854638
11846;763,078770721367
11847;756,412375571399
11848;708,337206757652
11849;595,816923332608
11850;685,922878879031
11851;753,750132133215
11852;921,513705886594
11853;739,224230586111
11854;704,421170613767
11855;870,795589616596
11856;712,463915233037
11857;771,928436782562
11858;725,018693117122
11859;617,882272388307
11860;859,677845426903
11861;704,296624088085
11862;699,297055681069
11863;924,251092989373
11864;843,651529821163
11865;833,778131389537
11866;857,145193908487
11867;689,964687912038
11868;731,948881773475
11869;749,8446254923
11870;658,40947387828
11871;648,709944255103
11872;778,570601662141
11873;708,927222398299
11874;658,828294812875
11875;764,165404548505
11876;721,123413532413
11877;765,034491581782
11878;700,838671034754
11879;660,80430326216
11880;706,145813297915
11881;702,518227946099
11882;725,461227431727
11883;725,237589655369
11884;612,116585197724
11885;766,008906663523
11886;645,194782166438
11887;770,423769837054
11888;652,739649924836
11889;653,273357212456
11890;646,634625938961
11891;607,432377843528
11892;659,275999278845
11893;684,312505056181
11894;617,710570217288
11895;714,169673218233
11896;635,760625469163
11897;684,635315679219
11898;721,972680658265
11899;725,494922489701
11900;820,568622168729
11901;758,623234698527
11902;683,725205193152
11903;653,417740349782
11904;622,375322895064
11905;638,49095433749
11906;698,065131117179
11907;693,814873173855
11908;747,10048883674
11909;649,850058986855
11910;688,83618632297
11911;682,826138290575
11912;651,140209211913
11913;722,000953072718
11914;661,881727492976
11915;660,698176495867
11916;647,431720357656
11917;705,773449778066
11918;668,700446434861
11919;694,061235129117
11920;633,211527157918
11921;711,560702492807
11922;709,683371259205
11923;756,867850361363
11924;741,950268472339
11925;717,094493695366
11926;608,684891880128
11927;756,853463151899
11928;664,120253547883
11929;761,436542976365
11930;695,905933601481
11931;651,529266438217
11932;688,954380402075
11933;701,706176291923
11934;715,45852019438
11935;677,911809374102
11936;590,706556835103
11937;760,065274003808
11938;685,262570119261
11939;770,510644949802
11940;754,629798787725
11941;917,509651252336
11942;821,767897446623
11943;688,067193814262
11944;665,816230612151
11945;646,555320620837
11946;820,774052029104
11947;670,296788095236
11948;726,302980202087
11949;640,345515626642
11950;848,893960854805
11951;762,037305862691
11952;796,569441301278
11953;749,657379955622
11954;759,34177145821
11955;668,554374620946
11956;691,126501630286
11957;644,657997236459
11958;797,618688824555
11959;630,600063237676
11960;670,526201995867
11961;684,637899995776
11962;596,890353681009
11963;666,341951638061
11964;726,375992317999
11965;649,999215048872
11966;677,441936934612
11967;708,976692970352
11968;704,795048497568
11969;633,467874006475
11970;668,127141335967
11971;711,78612891373
11972;755,538729175071
11973;834,037386434027
11974;828,813908886031
11975;741,872708872131
11976;665,104560126124
11977;708,64276931447
11978;665,208891734526
11979;646,926515278786
11980;682,542342547952
11981;708,743372230861
11982;631,326485686732
11983;738,572668879416
11984;729,864974255482
11985;809,139694770097
11986;650,071610376115
11987;657,15962551706
11988;635,973939657175
11989;715,832023686626
11990;689,652867360934
11991;682,397509712553
11992;781,588132362248
11993;678,850275650152
11994;813,933049532827
11995;765,200786724059
11996;669,968286173368
11997;708,110046266145
11998;769,77976650322
11999;721,637094675702
12000;714,60597384035
12001;654,972694339035
12002;659,006767029105
12003;631,617804595136
12004;638,057139476863
12005;705,334922261036
12006;745,053868677633
12007;784,847930806488
12008;569,806343739073
12009;658,824346380007
12010;710,81708310278
12011;718,936926132589
12012;639,268260573365
12013;648,515499713983
12014;661,478350770991
12015;745,299583606102
12016;722,81486442546
12017;686,905503487615
12018;769,964487901584
12019;640,28447407106
12020;683,226933541124
12021;628,989526379302
12022;707,389561341127
12023;687,267070832856
12024;650,213577923389
12025;685,145660957201
12026;666,688947558196
12027;787,007173848326
12028;693,998026918709
12029;655,134894781457
12030;600,759698557972
12031;615,824145531018
12032;705,517105399459
12033;793,909168116207
12034;608,867400416847
12035;553,091446508728
12036;652,853853332742
12037;704,029608629383
12038;729,457861391646
12039;784,521161695758
12040;690,289749178047
12041;756,249542583652
12042;823,640346995978
12043;877,542067853233
12044;901,000558978754
12045;747,705809199618
12046;824,907105633109
12047;807,835205137683
12048;635,084107240632
12049;603,146046210881
12050;642,799415145745
12051;581,219120854623
12052;586,239752243105
12053;664,237860766138
12054;763,307943610169
12055;794,369396778672
12056;743,091503906387
12057;841,578487316012
12058;780,549615162995
12059;762,505983397439
12060;742,043731954157
12061;651,615784905345
12062;611,568632554928
12063;515,331243338568
12064;614,037411414224
12065;676,966224789175
12066;655,40002508712
12067;668,811386328026
12068;871,66849827446
12069;742,053756353279
12070;845,110948763992
12071;795,034626114757
12072;757,183678145345
12073;632,322235176557
12074;661,221930823263
12075;683,019565709194
12076;831,768265270348
12077;866,687931072039
12078;746,751906051343
12079;806,892597023315
12080;721,107696170392
12081;620,172120018975
12082;757,661261685331
12083;776,094437195191
12084;859,937390955463
12085;850,438687093161
12086;837,140407316641
12087;825,296182987975
12088;875,842066028244
12089;802,831699906421
12090;818,740035604771
12091;660,247286228061
12092;633,467874991353
12093;669,273601960314
12094;680,416951376475
12095;672,146710571067
12096;669,5369495884
12097;685,12338900995
12098;729,860753246464
12099;659,64786890406
12100;623,563880628513
12101;740,648990807116
12102;648,466488986199
12103;667,814855844006
12104;606,317334752605
12105;613,054141396869
12106;618,834674554856
12107;755,004754728413
12108;721,046591540859
12109;756,302177114778
12110;579,88162595147
12111;571,73012337621
12112;674,11404054238
12113;678,718085907721
12114;651,195385862094
12115;602,884640201027
12116;673,384734764972
12117;678,990003119045
12118;654,09556370944
12119;750,013526611532
12120;764,181505765923
12121;663,238751527411
12122;658,745520240288
12123;670,90520281893
12124;626,085253725278
12125;686,407332141171
12126;643,790508964219
12127;761,907202509073
12128;760,20890294931
12129;755,283324555205
12130;718,009594435856
12131;672,703450595172
12132;854,866375561907
12133;823,709333273964
12134;733,71172867802
12135;788,762366915714
12136;692,815280529825
12137;810,224675405849
12138;797,723201537728
12139;663,455263805213
12140;565,59026598075
12141;786,511205683517
12142;792,129568349056
12143;706,233341782343
12144;674,954542099238
12145;597,546697664097
12146;717,435310156962
12147;740,361795240721
12148;717,431405862646
12149;838,145608328065
12150;880,462021898976
12151;886,895481410467
12152;938,362679956514
12153;751,261234221526
12154;645,498077339151
12155;680,347664771212
12156;591,602249250182
12157;564,691395525008
12158;682,759339752919
12159;679,147078666758
12160;667,636869670398
12161;629,284906260729
12162;663,315029953935
12163;625,777646134746
12164;573,130685602279
12165;698,622876338364
12166;792,564431383017
12167;705,275193188059
12168;675,962391587953
12169;658,339585401309
12170;699,738274635221
12171;657,841527852418
12172;655,510770187008
12173;653,623955801388
12174;619,263697401845
12175;640,014308177433
12176;679,1267577402
12177;645,868184794577
12178;679,115502121377
12179;851,229719249631
12180;726,819234941037
12181;700,118206151108
12182;672,451319393115
12183;696,522148347993
12184;725,420254175436
12185;651,088960403078
12186;707,359702952769
12187;789,51391797588
12188;623,74162122304
12189;606,941882315243
12190;649,377094754474
12191;686,501326765213
12192;696,908320403866
12193;737,313627650012
12194;584,597727301408
12195;616,492537636311
12196;609,567705114004
12197;661,802264865198
12198;717,259062487671
12199;645,316497074171
12200;650,49511093969
12201;695,787529984281
12202;668,383880943039
12203;799,74541588281
12204;801,390142797451
12205;717,551120896543
12206;730,743023492648
12207;630,954204183778
12208;656,076459815888
12209;720,611778751654
12210;805,812307289329
12211;759,050934276965
12212;777,190966628818
12213;767,087567405792
12214;706,721763238925
12215;786,896187410006
12216;620,270576334556
12217;613,12843388561
12218;661,855805983681
12219;646,329724356165
12220;681,636463743134
12221;791,845925626629
12222;709,522779714967
12223;700,136167238391
12224;801,602368417081
12225;786,524974606149
12226;849,849735669852
12227;686,704766884085
12228;824,106878113541
12229;755,440690463973
12230;805,748546621998
12231;791,912524858471
12232;673,857464393627
12233;659,272168997965
12234;621,086499071888
12235;702,993671875898
12236;719,043470053906
12237;655,63979148723
12238;649,677560305269
12239;724,907443110828
12240;662,495961330073
12241;672,444218272423
12242;563,266629429463
12243;660,31159789527
12244;709,252516833858
12245;710,713498170433
12246;675,963663868571
12247;599,579056773231
12248;639,92816148334
12249;725,663002855362
12250;793,086909887046
12251;735,340388222273
12252;793,253935453164
12253;660,429022203196
12254;598,491786814745
12255;643,588343758891
12256;861,97446411162
12257;662,275254467299
12258;809,976110572739
12259;834,343385479179
12260;571,556096990662
12261;710,35604384858
12262;644,244586926682
12263;659,947364318788
12264;728,104645186851
12265;636,551923023434
12266;658,539003532539
12267;703,965704392779
12268;642,816844309345
12269;731,100853152767
12270;664,44491996464
12271;715,62302557301
12272;822,540495538326
12273;731,995487098198
12274;729,122200734281
12275;748,685601777345
12276;816,090486000359
12277;873,535111011324
12278;759,442235785551
12279;737,079049837763
12280;777,344666723796
12281;786,966146962377
12282;622,780307000032
12283;639,455017664901
12284;691,520566928802
12285;751,296611475453
12286;994,551824233384
12287;836,019566074991
12288;696,318259984835
12289;721,344412969627
12290;581,940925052944
12291;647,485439813936
12292;647,586300136975
12293;645,925199588819
12294;644,243467816093
12295;690,376901022901
12296;662,774649313626
12297;658,599904026961
12298;930,896924259048
12299;936,772140564762
12300;753,952352359949
12301;749,420427747115
12302;849,837793751279
12303;722,597213097314
12304;785,226645334954
12305;678,858398381588
12306;629,494111623119
12307;769,146303549215
12308;908,031028175731
12309;767,980153751094
12310;696,721943305673
12311;863,751312890987
12312;799,862953358443
12313;851,321900986745
12314;756,811419833711
12315;669,136708798552
12316;630,376368489423
12317;676,436767120287
12318;655,052462626464
12319;645,767532031845
12320;739,093166146284
12321;562,25028781389
12322;609,77144253033
12323;596,914264172586
12324;584,857089220892
12325;713,628601766015
12326;730,329450429326
12327;620,323171248873
12328;645,167220714373
12329;697,05938273596
12330;582,076019783825
12331;677,508243912169
12332;798,277796815046
12333;808,575417994377
12334;818,910064930632
12335;733,88912265871
12336;731,928315263646
12337;710,470259460819
12338;666,629524554577
12339;780,929805650805
12340;863,24914649263
12341;861,753325998382
12342;849,354879838262
12343;784,411218257966
12344;876,666699806409
12345;901,425380122132
12346;880,750449625922
12347;634,510384610046
12348;739,425000568566
12349;654,188797752652
12350;748,723331045579
12351;700,170632925599
12352;754,365866932212
12353;727,275836052697
12354;612,363751094327
12355;728,186778265913
12356;717,033771729426
12357;694,072505912292
12358;603,531064064892
12359;658,159194039699
12360;665,545053341117
12361;652,864263320508
12362;731,285021136487
12363;697,869103129238
12364;768,294364478821
12365;773,842681585895
12366;799,717387266682
12367;663,27127773544
12368;727,287143658923
12369;760,912237425613
12370;820,943026915358
12371;737,137495519154
12372;652,418860846988
12373;674,427063345146
12374;682,801681361619
12375;691,532182760742
12376;695,812350910504
12377;719,800086223542
12378;746,832593529522
12379;692,87883626303
12380;681,434070657853
12381;754,934409280583
12382;798,000511290647
12383;737,426641271863
12384;555,125824909714
12385;571,383917533125
12386;676,528648709484
12387;774,734262641578
12388;727,14703742572
12389;749,218949289379
12390;584,777370148273
12391;736,009785478478
12392;505,102922709961
12393;788,607106934904
12394;740,449341256583
12395;720,971780489018
12396;634,209645472673
12397;635,858103741287
12398;642,814376562548
12399;663,542213929123
12400;684,972690963509
12401;743,318657466461
12402;642,245477560706
12403;761,787653011782
12404;668,887713311217
12405;602,589397570954
12406;722,906460053703
