"Pass","Ethelruda","start dated IUP","GrA-53000","end dated IUP","start Ahmarian","GrA-57597","GrA-53004","GrA-57542","GrA-54846","GrA-57603","GrA-57602","GrA-53001","Egbert","GrA-54847","GrA-57599","GrA-57598","GrA-57544","end Ahmarian","start UP","GrA-57545","GrA-53006","GrA-54848","end UP","start EPI","GrA-53005","end EPI",
348,-44946.1,-42670,-41888.5,-41654.4,-41301.1,-41227.2,-40742.1,-40686,-40064.4,-40334.9,-40423.6,-40107.6,-40527,-39500.5,-39900.3,-39848.8,-39132.2,-38989.3,-38187.9,-37925.7,-36300.6,-30120.6,-29422.9,-29410.2,-28272.6,-27512.4,
349,-46500.8,-42670,-42509.7,-41941.3,-41301.1,-41246.3,-40774,-40696.6,-40088.4,-40334.9,-40629.1,-40169,-40124.1,-39839.5,-40083.2,-39895.2,-39443.8,-38989.3,-38323.4,-37925.7,-36300.6,-30120.6,-29538.1,-29152.9,-28172.6,-27512.4,
350,-45261.5,-42670,-42181.8,-42054.3,-41301.1,-41107.1,-40883.4,-40696,-40095.6,-40259,-40643.7,-40169,-40317,-39779.2,-40083.2,-39895.2,-39443.8,-39105.4,-38654.8,-37925.7,-36300.6,-30120.6,-29861.8,-28560.4,-28305.8,-27512.4,
351,-46589.4,-42404.8,-42181.8,-42054.3,-41249.9,-41171.5,-41127.6,-40630.2,-40214.9,-40244.9,-40286.9,-40048.8,-40492.7,-39730.4,-39975.2,-39582.2,-39390.4,-38841.2,-38317.6,-38102.6,-36300.6,-30120.6,-29950,-28560.4,-27711.4,-27512.4,
352,-45622.7,-42404.8,-42056.9,-41624.4,-41249.9,-41191.6,-40788.5,-40630.2,-40214.9,-40215,-40540.2,-39986.2,-40069.7,-39730.4,-39975.2,-39582.2,-39076.6,-38802.7,-38317.6,-38102.6,-36300.6,-30120.6,-29466.9,-28524.9,-27943.9,-27512.4,
353,-43732.2,-42263.5,-42145.3,-41511.3,-41203,-41191.6,-41022.8,-40732.6,-40214.9,-40215,-39913,-39905.6,-40192.7,-39676,-39858.5,-39582.2,-39076.6,-38822.5,-38740.6,-38102.6,-36300.6,-30120.6,-29466.9,-28728.1,-27831.6,-27512.4,
354,-43128.5,-41992.9,-41567,-41511.3,-41236.9,-41187.4,-40803.1,-40390.9,-40268.8,-40293.3,-40105.2,-40000.7,-40178.6,-39967.8,-39965.1,-39601.5,-39744.7,-39138.8,-38240.4,-38240.2,-36300.6,-30120.6,-29466.9,-28361.3,-28123.5,-26429.3,
355,-46528.9,-42183.5,-41539.6,-41533.5,-41405.8,-41079,-40955.2,-40464.9,-39991.7,-40376.9,-40297.1,-40000.7,-40334,-39793.6,-39965.1,-39805.4,-39704,-39501.6,-39057.6,-38240.2,-36300.6,-30120.6,-28823.7,-28600.3,-28332.2,-27950.3,
356,-46134,-42183.5,-41826.6,-41539,-41413.2,-41194.4,-40922.2,-40856.7,-39991.7,-40319.9,-40380.9,-40000.7,-40311.7,-39686.1,-39976.4,-39388.4,-39565.3,-39384.2,-38991.2,-38284.3,-36449.4,-30602.8,-30078.7,-28600.3,-28233.2,-27950.3,
357,-45623.5,-42183.5,-41921.8,-41491.9,-41241.3,-41164.1,-40830.7,-40822.5,-39991.7,-40319.9,-40421.6,-40000.7,-40795,-39558.4,-39976.4,-39451.6,-39565.3,-39384.2,-38753.7,-37708.6,-36505.4,-30602.8,-30078.7,-28600.3,-28212.6,-27917.8,
358,-46051.9,-41925,-41876.4,-41789.5,-41364.6,-41161.9,-40830.7,-40505.5,-39991.7,-40319.9,-40399.8,-40000.7,-40316.7,-39613.9,-39976.4,-39756.1,-39565.3,-39317.4,-38147.2,-37708.6,-36505.4,-30602.8,-30102.1,-28236.7,-28030.5,-27917.8,
359,-45392.2,-41925,-41809.8,-41789.5,-41367.7,-41084.8,-40925.7,-40422.9,-39991.7,-40090.6,-40399.8,-40000.7,-40138,-39613.9,-39976.4,-39633,-39576,-39317.4,-37871.3,-37562.1,-36619.4,-30602.8,-30204.4,-28236.7,-28078.3,-27917.8,
360,-46723.1,-41925,-41788.6,-41743,-41093.1,-40969.2,-40895.3,-40803,-40107.8,-40090.6,-39985,-40000.7,-40301.1,-39775.9,-39976.4,-39395.5,-39535.5,-39317.4,-38541.7,-37562.1,-36359.8,-30602.8,-30432.6,-28792.5,-28137,-27917.8,
361,-42206.2,-41925,-41784.4,-41488.1,-41093.1,-40917.4,-40891.9,-40803,-40107.8,-40090.6,-40066.9,-40000.7,-40059.2,-39641.3,-39976.4,-39356.8,-39535.5,-39317.4,-37689.5,-37562.1,-36359.8,-30602.8,-29719.6,-29052.7,-28558.9,-27917.8,
362,-42582.6,-41974.1,-41826.2,-41729.1,-41463.8,-41113.8,-41109.4,-40610.8,-40110.4,-40183.2,-40491.1,-40082.6,-40232.3,-39852.9,-40055.4,-39473,-39638.9,-39317.4,-39000.7,-37630.5,-36359.8,-30602.8,-30439,-28641.1,-28308.9,-27917.8,
363,-42582.6,-42101.1,-41848.4,-41708.1,-41124.5,-41108.4,-41067.7,-41038.1,-40121.6,-40336.6,-40312.7,-40064.6,-40348.8,-39718,-40037.2,-39251.1,-39616.6,-39244.2,-38830.2,-37589.1,-36306.4,-30494.6,-30399.4,-29664.7,-28234,-27917.8,
364,-44790.7,-42101.1,-41923.9,-41708.1,-41124.5,-41077.7,-41036.2,-40838.3,-40190.4,-40336.6,-40114.2,-40064.6,-40272.5,-39909.1,-39948.7,-39989.7,-39797.9,-39079.8,-39007.6,-38253,-36306.4,-30494.6,-29581.4,-29514.7,-28017.2,-27917.8,
365,-45567.8,-43770.7,-41632.6,-41184.1,-41116.2,-41097.9,-40972.5,-40784.4,-40372.6,-40352.4,-40586.2,-40085.9,-40699.2,-39698.7,-39970.5,-39733.9,-39815.9,-39054.2,-38749.8,-37929,-36306.4,-30494.6,-30424.1,-28786.3,-28017.2,-27917.8,
366,-46025.6,-44908.5,-42955.1,-41991.2,-41116.2,-41097.9,-40932.9,-40883.4,-40007.3,-40600.7,-40425.2,-40085.9,-40682.9,-39942.1,-39970.5,-39570.5,-39672.1,-39458.9,-38583.3,-38267.7,-36306.4,-30494.6,-30065.8,-28787.2,-28381.6,-27917.8,
367,-44474.9,-43382.9,-42062.2,-41729.7,-41116.2,-40952.8,-40939.6,-40905.6,-40007.3,-40163,-40259.5,-40085.9,-40761.9,-39825.6,-39818.4,-39755.1,-39672.1,-39458.9,-39265.6,-38267.7,-36306.4,-30494.6,-29410.9,-29026.5,-28011.1,-27917.8,
368,-47369.5,-43382.9,-42017.7,-41592.7,-41116.2,-41030.6,-40976.1,-40924.3,-40007.3,-40165.9,-40259.5,-40294.5,-40886.6,-39746.4,-39818.4,-39685.5,-39697.5,-39650.6,-38967.9,-37549.2,-36246.6,-30317.5,-28951.9,-28448.6,-27937,-27917.8,
369,-43662.3,-43382.9,-42017.7,-41865.6,-41116.2,-40998.6,-40961.1,-40920.3,-40007.3,-40165.9,-40660.1,-40119.8,-40694.1,-39865.1,-39732.9,-39808.2,-39697.5,-39650.6,-38987.5,-38829.3,-36178.2,-30304.7,-29362.8,-28844.3,-27946.2,-27917.8,
370,-44810.4,-42543,-41998.4,-41879.4,-41116.2,-41015.9,-40949.4,-40888,-40399.1,-40165.9,-40315.7,-40119.8,-40575,-39866.8,-39793.1,-39808.2,-39697.5,-39650.6,-39238.6,-38649.3,-36178.2,-30051.5,-29927.1,-29074.8,-28434.5,-28078.8,
371,-42622.2,-42075.3,-41998.4,-41901.5,-41116.2,-40987.7,-40909.5,-40689,-40007.9,-40165.9,-40315.7,-40119.8,-40582.1,-39588.2,-39986.9,-39733.6,-39807.8,-39445.8,-38689.5,-38649.3,-36178.2,-30051.5,-28681.2,-28480.3,-28328.3,-28078.8,
372,-43320.8,-42075.3,-41940.8,-41912.1,-41284.2,-41039.9,-40703.6,-40644.3,-40007.9,-40101.2,-40032.7,-40119.8,-40610.1,-39830.4,-39986.9,-39851.3,-39807.8,-39272,-38724.5,-38649.3,-36178.2,-30051.5,-28541,-28521.5,-28441.5,-28078.8,
373,-45653.7,-42493.3,-41994.8,-41259.9,-41196.9,-40961.7,-40787.1,-40776.1,-40159.2,-40092.5,-40394.6,-40111.3,-40104.7,-39885.1,-39962.9,-39766,-39844.1,-39667.9,-39104.1,-38603.6,-36143.2,-30042.9,-29738.9,-28443.3,-28382.5,-28078.8,
374,-43696,-42984.7,-41789,-41430.3,-41089.1,-41044.3,-40939.7,-40886.5,-40315.5,-40585.2,-40606.5,-40111.3,-40313.3,-39885.1,-40084.2,-39721.6,-39794.4,-39701.2,-39572.9,-38603.6,-36143.2,-30042.9,-29346.1,-28443.3,-28132.5,-28078.8,
375,-42626.1,-42621.5,-41658.5,-41355.4,-41078.4,-41023.5,-40938.9,-40896.8,-40315.5,-40275,-40242.8,-40111.3,-40775.4,-40021.6,-40004.9,-39933.7,-39794.4,-39701.2,-39163.8,-38603.6,-36143.2,-30042.9,-28412.1,-28307,-28161.5,-28078.8,
376,-42746.9,-42120.8,-42092.8,-41525,-41040.5,-41023.5,-40929.3,-40844.1,-40067.5,-40406.6,-40640.8,-40111.3,-40747.6,-40012.2,-40004.9,-39822.5,-39934.3,-39701.2,-38658.7,-37352,-36143.2,-30042.9,-28464.9,-28225.3,-28110.8,-28078.8,
377,-43495.9,-42157.7,-41828.1,-41816.6,-41040.5,-40959.9,-40923.8,-40858.8,-40067.5,-40380.1,-40163.5,-40111.3,-40041.1,-40008.8,-39970.4,-39845,-39820.9,-39701.2,-38860.4,-38536.5,-36222.2,-30042.9,-29624.5,-28122.1,-28119.8,-28078.8,
378,-47391.9,-42157.7,-41852.1,-41641.4,-41040.5,-40973.6,-40879.8,-40721,-40709.9,-40064.3,-40163.5,-40114.3,-40268.1,-39778,-39910.3,-39845,-39815,-39701.2,-38640.1,-38160.4,-36222.2,-30168.9,-29376,-28122.1,-28117.5,-28063,
379,-42476.3,-42317.3,-41791.7,-41208.2,-41040.5,-41021.2,-40899.5,-40797.7,-40709.9,-40064.3,-40163.5,-40114.3,-40087,-39802.2,-39822.2,-39739.8,-39815,-39701.2,-38992.6,-38160.4,-36222.2,-30168.9,-28808.3,-28150.6,-28123.7,-28063,
380,-45640.2,-42066.7,-42003.5,-41930.1,-41040.5,-40955.8,-40938.2,-40855.3,-40709.9,-40064.3,-40163.5,-40114.3,-40440.6,-39914.1,-40034.7,-39779.6,-40018.2,-39701.2,-38518.4,-38160.4,-36222.2,-29935.6,-28682.2,-28150.6,-28107.1,-28063,
381,-42627.2,-42066.7,-42039.5,-41621.5,-41040.5,-41017,-40933.3,-40916.9,-40871.5,-40064.3,-40163.5,-40159.4,-40265.6,-39939.8,-39928.3,-39781.9,-39713.2,-39701.2,-38316.8,-38160.4,-36222.2,-29935.6,-28529.6,-28150.6,-28134.6,-28063,
382,-42148.4,-42066.7,-41935.4,-41879.1,-41040.5,-41018.2,-40952.7,-40928.6,-40871.9,-40176.1,-40165.6,-40161.4,-40766.2,-39888.6,-39891.3,-39741.4,-39755.5,-39701.2,-38316.8,-37697.2,-36222.2,-29935.6,-28728,-28104,-28098.5,-28063,
383,-42147.1,-42137.1,-41892.4,-41879.1,-41334.8,-41139.9,-41001,-40873.8,-40848,-40023.8,-40041.8,-39786.3,-40149.7,-39776.4,-39728.7,-39557.6,-39572.5,-39253.9,-38950.1,-37697.2,-36222.2,-30943.2,-30264.2,-28104,-28079.5,-28063,
384,-46775.3,-42028.6,-41942.2,-41879.1,-41334.8,-41213,-41112.1,-40873.8,-40848,-40211.9,-40041.8,-39786.3,-40496.6,-39687.7,-39627.2,-39520.2,-39687.2,-39424.6,-38930.3,-37697.2,-36222.2,-30943.2,-30658.7,-28104,-28074,-28063,
385,-45064.2,-42028.6,-41986.7,-41898,-41388.6,-41204,-41112.1,-40873.8,-40707.4,-40162.6,-40041.8,-39786.3,-40257.6,-39565.1,-39693.3,-39621.3,-39590.6,-39424.6,-38406.2,-38380,-36222.2,-30943.2,-30520.9,-29014.1,-28127.1,-28063,
386,-46561.5,-42669.9,-42026.7,-41898,-41426.1,-41130,-40902.2,-40870.3,-40707.4,-39780.5,-39849.3,-39786.3,-40127.9,-39752.5,-39769.1,-39775.6,-39590.6,-39424.6,-38805.7,-37724.5,-35901.2,-30622.3,-30020.2,-29903.6,-28127.1,-28063,
387,-44835.2,-42813.7,-42501.4,-41844.5,-41426.1,-41396.8,-41070.3,-40729.4,-40707.4,-39780.5,-39806.6,-39786.3,-39853,-39597,-39769.1,-39564.2,-39451.3,-39443.3,-38805.7,-37724.5,-35901.2,-30622.3,-30616,-29603.9,-28127.1,-28063,
388,-45464.1,-42813.7,-42501.4,-42091,-41426.1,-41345.5,-41239.2,-40763,-40707.4,-40147,-40080.5,-40044.1,-40022.2,-39468.3,-39769.1,-39496.4,-39477.4,-39443.3,-38804.9,-38493.6,-36473,-30622.9,-30505.2,-28901.2,-28127.1,-28063,
389,-43707.7,-43480.2,-42410.3,-42209.6,-41426.1,-41345.5,-40817.6,-40743.9,-40707.4,-40070.3,-39840.2,-40044.1,-40643.8,-39575.7,-39769.1,-39496.4,-39541.9,-39401.5,-38965.4,-37911.7,-36473,-30622.9,-30063,-28978.2,-28127.1,-28063,
390,-45251.6,-45081.7,-42419.8,-41974.4,-41489.4,-41039.9,-40940.1,-40847.7,-40775.9,-40074.7,-39863.3,-39631,-40679.2,-39453.9,-39557.6,-39453.5,-39616.6,-39401.5,-38699.3,-37916,-36482.9,-30656.2,-30593.7,-29104.2,-28127.1,-27864.7,
391,-47043.6,-45081.7,-42419.8,-41594.9,-41489.4,-41382.9,-40864.5,-40864.4,-40775.9,-40095,-39863.3,-39631,-39716.1,-39416.9,-39579.3,-39603,-39520.9,-39354.5,-39175.3,-37916,-36482.9,-30656.2,-30297,-29104.2,-28404.3,-26846.7,
392,-45875.9,-44454.6,-41895,-41632.7,-41537.8,-41448.7,-41156.7,-40963.4,-40799.5,-39912.7,-39916.8,-39797.4,-40402,-39561,-39661.4,-39657.4,-39557.7,-39143,-39109.2,-38630.6,-36506.3,-30444.1,-30105.8,-29181.2,-27904.2,-23031.5,
393,-46323.9,-43765.7,-42020.1,-41945.2,-41564.5,-41430.1,-41244.2,-41112.5,-40799.5,-40520.8,-39916.8,-39797.4,-39970.5,-39561,-39672.2,-39654.3,-39530.4,-39172.1,-39053.7,-38630.6,-36506.3,-30444.1,-29688.5,-29544.6,-27904.2,-27730.2,
394,-45799,-45196.5,-41960.7,-41607.4,-41509.8,-41276.5,-41269.3,-40847.3,-40799.5,-40520.8,-39916.8,-39797.4,-40187.3,-39561,-39672.2,-39637.5,-39383.3,-39172.1,-38745.7,-38172.9,-36506.3,-30444.1,-29668.2,-27950.9,-27914.1,-27730.2,
395,-45308.5,-42801.9,-41960.7,-41717,-41424,-41341.5,-40989.8,-40807.3,-40799.5,-40520.8,-39916.8,-40134.9,-40293.1,-39540.6,-39672.2,-39294.1,-39383.3,-39165.6,-39035.8,-38172.9,-36506.3,-30444.1,-30048.7,-27950.9,-27866.9,-27730.2,
396,-44764.9,-43045.4,-42199,-42121.4,-41424,-41153.2,-41127.7,-41092.7,-40799.5,-40607.7,-40016.1,-40134.9,-40250.8,-39540.6,-39375.5,-39575.4,-39271.1,-39165.6,-38337.8,-38172.9,-36506.3,-30444.1,-29380.6,-27950.9,-27632.4,-27252.4,
397,-45724.4,-43758.3,-42235.1,-42121.4,-41296.9,-41295,-41134.4,-40800.5,-40799.5,-40607.7,-39617.7,-40134.9,-40381.1,-39540.6,-39470,-39590.9,-39564.1,-39238,-38272.5,-37964.7,-36506.3,-30444.1,-29380.6,-27950.9,-27883.5,-26293.5,
398,-44313.2,-42659.4,-42235.1,-41520.4,-41355.8,-41284,-41249.5,-41194.4,-41056.4,-40833.1,-40096.2,-40282.5,-39965.2,-39438.4,-39633.2,-39828.6,-39416.1,-39410.8,-38840.1,-37490.4,-36506.3,-30444.1,-30359.2,-27950.9,-27850.4,-26293.5,
399,-47341.6,-42659.4,-41967.4,-41922.9,-41338.9,-41281.3,-41276.3,-41211.9,-41056.4,-40833.1,-40406.8,-40282.5,-40922.1,-39920.5,-39822.9,-39579.8,-39773.6,-39375,-39349.8,-38699.2,-36506.3,-30444.1,-28901.2,-28132.5,-27850.4,-26301.7,
400,-46506,-41894.2,-41600.3,-41418.1,-41329.2,-41301.4,-41212.9,-41114.9,-41056.4,-40865.9,-40406.8,-40282.5,-40436.3,-39804.3,-39639.9,-39579.8,-39773.6,-39547.4,-39177.4,-37661.8,-36538.1,-30444.1,-30119.1,-27962.5,-27854.8,-26301.7,
401,-43260,-43032.3,-41541.6,-41390.4,-41370.9,-41326.3,-41247.5,-41154.1,-41056.4,-40865.9,-40082,-40282.5,-41066.6,-39569.6,-40048.7,-39579.8,-40015.8,-39547.4,-39311.2,-38154.9,-36538.1,-30444.1,-29772.3,-29606.1,-27854.8,-25536.8,
402,-44906.9,-43032.3,-42182.7,-41918.4,-41383.9,-41293.5,-41283.7,-41277.4,-41091.8,-40865.9,-40180.3,-40282.5,-40083.9,-39901,-39880.2,-39579.8,-40052.3,-39547.4,-39387.7,-38897.2,-36604.8,-30180.1,-29524.5,-29270.7,-27854.8,-23399.3,
403,-45678.5,-43222.1,-42147.4,-41553.7,-41383.9,-41335.7,-41290.9,-41290.7,-41034,-40865.9,-40459.4,-40282.5,-40346.7,-39709.4,-39541.4,-39579.8,-39626.3,-39525.7,-39437.5,-38965.1,-36604.8,-30180.1,-30047.4,-29125.6,-27854.8,-23282.1,
404,-43313.7,-41967.6,-41717.2,-41505.9,-41467.9,-41410.5,-41321.6,-41230.6,-41034,-40865.9,-40448.8,-40282.5,-41194.1,-39709.4,-39794,-39798.1,-39887.4,-39525.7,-39169.2,-38484.6,-36604.8,-30180.1,-30124.7,-30004.3,-27854.8,-22924.2,
405,-46632.7,-41967.6,-41941.4,-41567.8,-41467.9,-41330.6,-41252.3,-41128.8,-40926.1,-40937.7,-40359,-40282.5,-40180,-39709.4,-39972.9,-39735.5,-39666.5,-39525.7,-38770.1,-38484.6,-36604.8,-30180.1,-30124.7,-28736.2,-27854.8,-27647.2,
406,-46033.9,-41967.6,-41880.3,-41842.1,-41517.2,-41330.6,-41328.8,-41026.6,-40926.1,-40937.7,-40104,-40282.5,-39754.9,-39709.4,-39687.6,-39648.4,-39699.1,-39525.7,-38932.2,-38484.6,-36604.8,-30180.1,-30124.7,-28736.2,-27838.6,-27649,
407,-45096.2,-41844.9,-41838.4,-41711.1,-41435.6,-41404.6,-41328.2,-41300.8,-40926.1,-40566.1,-39985.9,-40282.5,-40785.8,-39697.2,-39529.5,-39649.3,-39634.9,-39525.7,-38595,-38185,-36604.8,-30180.1,-30124.7,-28736.2,-27838.6,-27649,
408,-42746.5,-41685.6,-41590.5,-41563.7,-41509.4,-41387.2,-41375.4,-41300,-41212.4,-40566.1,-39887.5,-40282.5,-40145,-39642,-39580.2,-39649.3,-39525.7,-39525.7,-38426.7,-38185,-36604.8,-30320.1,-29874.6,-29309.4,-27893.4,-27649,
409,-46718.8,-41685.6,-41645,-41566.8,-41449.9,-41428.4,-41322.6,-41285.4,-41212.4,-40566.1,-39887.5,-40282.5,-40872.1,-39642,-39767.4,-39854.5,-39525.7,-39525.7,-38502.4,-38185,-36604.8,-30320.1,-29570.8,-28516.4,-27893.4,-27649,
410,-45544.5,-41721.4,-41650.1,-41603.8,-41583.4,-41552.1,-41364.9,-41276.7,-41212.4,-40623.6,-39887.5,-40282.5,-40804.8,-39619.6,-39870.5,-39793.7,-39579.1,-39525.7,-38575.9,-38185,-36604.8,-30320.1,-29458.2,-28459.4,-28240.4,-26689,
411,-43588.8,-41721.4,-41616.3,-41602.1,-41554.4,-41403.5,-41364.9,-41178.5,-41115.6,-40917.9,-40005.4,-40282.5,-40342.5,-39479,-39864.5,-39756,-39715.2,-39430.8,-38305.3,-38185,-36604.8,-30320.1,-28952.7,-28852.9,-27677.6,-24307.8,
412,-42994.4,-41721.4,-41661.5,-41597.4,-41539.2,-41514.2,-41199.2,-41165.2,-41115.6,-40959,-40005.4,-40390.2,-40508.8,-39479,-39655.7,-39775.4,-39715.2,-39430.8,-39300.1,-38291.6,-36604.8,-30320.1,-29637.2,-28511.3,-28013.7,-25821.2,
413,-46517.5,-41721.4,-41681.3,-41613,-41579.1,-41301.5,-41215.8,-41174.6,-41115.6,-40959,-40005.4,-40390.2,-39844.4,-39831.5,-39779.4,-39588.5,-39658.4,-39430.8,-38293.4,-38291.6,-36604.8,-30320.1,-29637.2,-28403,-27883.5,-26941.9,
414,-42818.3,-41913.1,-41621.1,-41613,-41502.1,-41469.2,-41299.6,-41271.6,-40858.9,-40959,-40005.4,-40310.6,-40342.4,-39366.4,-39779.4,-39588.5,-39572.2,-39350.3,-38717.2,-38291.6,-36604.8,-29756.8,-28916.5,-28902.8,-28107.4,-26425.6,
415,-45586.5,-41913.1,-41825.4,-41671.4,-41519.2,-41466.1,-41369.4,-41023.3,-40787,-40648.9,-40005.4,-40120,-40479.3,-39401.9,-39838.2,-39820.7,-39376.4,-39350.3,-38758.2,-38214.5,-36222.3,-29714.9,-28800.3,-28120.3,-28107.4,-26425.6,
416,-47025.7,-41913.1,-41732,-41709.4,-41551,-41467.2,-41188.1,-41177.9,-40787,-40398.8,-40168.8,-39932.8,-40824.9,-39432,-39754,-39820.7,-39376.4,-39316.7,-38932.8,-38214.5,-36222.3,-29714.9,-28332.7,-27814.9,-27462.6,-24763.3,
417,-42083.8,-41913.1,-41826.8,-41709.4,-41548.6,-41523.3,-41383.7,-41102.6,-40787,-40398.8,-40168.8,-40400.5,-39871.3,-39746.3,-39754,-39456.1,-39853.3,-39316.7,-38054.7,-37654.3,-36401.7,-30325.2,-29810.5,-28046,-27462.6,-24763.3,
418,-47270.6,-41913.1,-41839,-41697.7,-41562.5,-41371.4,-41135.4,-41077.9,-40746.4,-40979,-40168.8,-40098.5,-40728.1,-39702.9,-39851.3,-39510,-39733.2,-39376.9,-38941.2,-37914,-36754.8,-30325.2,-29810.5,-29532.3,-27462.6,-22537.7,
419,-45630.6,-41913.1,-41744.4,-41682.4,-41612.5,-41567.4,-41190.3,-41152.3,-40746.4,-40979,-40168.8,-39954.7,-40416.1,-39478.3,-39928.2,-39542.7,-39733.2,-39327.3,-39280.6,-37914,-36754.8,-30325.2,-27676.7,-27616.2,-27462.6,-25200.9,
420,-43943.3,-41913.1,-41852.8,-41837.4,-41627.4,-41538,-41210,-41088,-40746.4,-40912.6,-39870.7,-40397.9,-40928.4,-39478.3,-39791.9,-39682.8,-39506.6,-39285.8,-38526.8,-37914,-36754.8,-30325.2,-28146.6,-27543.5,-27515.8,-27364.3,
421,-44857.8,-42363.1,-42231.6,-42068.7,-41627.4,-41368.6,-41152.3,-41012.4,-40746.4,-40584.5,-39911.4,-40534.9,-40583.7,-39513.9,-39851.8,-39322.6,-39651.9,-39285.8,-38916.4,-37914,-36754.8,-30325.2,-30253.4,-27543.5,-27515.8,-27364.3,
422,-44096.3,-42363.1,-42085.8,-41917.2,-41449.1,-41421.6,-41017.1,-40821.9,-40719.2,-40804.2,-40067.8,-39749,-40412.5,-39742,-39696.6,-39737.3,-39590.9,-39279.6,-38662.8,-37797.4,-36754.8,-30325.2,-29799.7,-27543.5,-27527.1,-27364.3,
423,-42914.5,-42739.1,-42120.8,-41906.4,-41449.1,-41242.5,-41058,-40858.6,-40719.2,-40817.4,-39934.7,-40551.9,-40563.7,-39715.9,-39714.9,-39737.3,-39669.7,-39279.6,-38839.3,-38420,-36754.8,-30325.2,-30139.7,-27543.5,-27498.7,-26894.9,
424,-47011.7,-42700.2,-42081.9,-41867.5,-41449.1,-41444.6,-41166.8,-41034,-40875.2,-40817.4,-39934.7,-40017.4,-40296.8,-39744,-39824.2,-39535.1,-39427.8,-39279.6,-38578.1,-38420,-36754.8,-30325.2,-30029.4,-29949.6,-27498.7,-25925.1,
425,-46488.1,-42871.2,-42134,-41569.4,-41449.1,-41312.8,-41223.8,-41034,-40875.2,-40817.4,-40112.6,-40017.4,-40361.9,-39781.1,-39824.2,-39596.3,-39699.6,-39279.6,-38293,-38022.7,-36754.8,-30325.2,-30029.4,-28481.7,-27498.7,-25925.1,
426,-46383.8,-42871.2,-42134,-41787.5,-41133,-41099.8,-41044,-40981.7,-40917,-40883.8,-39853.7,-39851.1,-40209.5,-39387.2,-39478.8,-39330.9,-39486.6,-39059.7,-38779.7,-37988.7,-36806.3,-30675.6,-30029.4,-28365.7,-27498.7,-24356.4,
427,-46864.9,-42871.2,-42134,-41474.5,-41133,-41037.9,-40972,-40951.4,-40917,-40883.8,-39853.7,-39993.5,-40419.8,-39550.2,-39468.6,-39603.5,-39427.3,-39059.7,-38595.9,-37988.7,-36806.3,-30675.6,-28829,-28376.2,-27756.1,-27332,
428,-45214.9,-42160.5,-41725.1,-41656.7,-41321.7,-41296.8,-40972.6,-40936.8,-40917,-40570.5,-39853.7,-39993.5,-40311.3,-39548.6,-39531.1,-39603.5,-39427.3,-39281.9,-38105.7,-37931.6,-36806.3,-30675.6,-29375.3,-28105.9,-27390.2,-27332,
429,-46303.2,-42097.6,-41827.6,-41352,-41321.7,-41117.5,-41114.9,-40936.4,-40917,-40570.5,-39617.9,-40187.9,-39828.2,-39325.8,-39419.1,-39603.5,-39514.2,-39281.9,-37923.3,-37703.7,-36578.4,-30447.8,-29147.4,-27852.8,-27348.2,-27332,
430,-43919,-42018.8,-41922.6,-41544.5,-41185.7,-41116.4,-41084.3,-40961.2,-40917,-40570.5,-39617.9,-40187.9,-39690.8,-39547.9,-39462,-39372.3,-39367.8,-39281.9,-38452.3,-37709.8,-36578.4,-30398.4,-29147.4,-27855.8,-27597.3,-27332,
431,-47015.3,-42018.8,-41701.8,-41544.5,-41263.7,-41138.4,-41084.3,-41069.9,-40917,-40724.2,-39617.9,-40187.9,-40312,-39375.9,-39372.4,-39529.6,-39377.3,-39281.9,-38702.9,-37709.8,-36241,-30398.4,-28129.9,-27645.7,-27516.9,-27332,
432,-46687,-42018.8,-41782.5,-41387.3,-41267.7,-41055,-41048.4,-40980.4,-40917,-40724.2,-39800.3,-40187.9,-40469.3,-39299.5,-39372.4,-39446.2,-39377.3,-39281.9,-38212.2,-37709.8,-36241,-30235.7,-29401.3,-27645.7,-27537.9,-25789.6,
433,-44831.2,-41715.4,-41566.9,-41293.5,-41130.7,-41056.3,-41044.3,-41040.8,-40917,-40724.2,-39800.3,-40256.8,-40960,-39485.7,-39634.2,-39652.9,-39377.3,-39281.9,-37923,-37715.2,-36246.4,-29793.2,-29680.4,-27734.5,-27487.1,-25789.6,
434,-46721.3,-41552.9,-41274.5,-41260,-41114.1,-41096,-41029.9,-41026.5,-40917,-40630.9,-39800.3,-40256.8,-39843.7,-39364.2,-39634.2,-39631.4,-39416.6,-39234,-39146.1,-37715.2,-36246.4,-29793.2,-29767.9,-29543.5,-27487.1,-25789.6,
435,-41974.5,-41552.9,-41525.9,-41265.6,-41015.7,-40946.6,-40925.8,-40868.2,-40828.9,-40813,-39770.7,-40203.2,-40142.1,-39631.2,-39546.5,-39530.1,-39407.1,-39282.6,-38960.9,-38249.2,-36246.4,-29793.2,-29791.2,-27821.7,-27634.8,-27144.9,
436,-47183.8,-41552.9,-41412.4,-41195.5,-41028.2,-41014.5,-40924.9,-40896.3,-40820.6,-40803.9,-39941.2,-39873.7,-40619.1,-39698.4,-39336.5,-39461.9,-39335.3,-39205.3,-38526.9,-37312.7,-36246.4,-29793.2,-28625.4,-27821.7,-27588.3,-27144.9,
