# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,UP Begin,UP End,VI,XI,XII
32839,-37085.7921599087,-31174.8088393098,-31174.8088393098,-36057.9924501986,-37085.7921599087
32840,-37626.45417378,-30399.7841350705,-30399.7841350705,-36688.3483268821,-37626.45417378
32841,-37478.1394437589,-30612.5640181492,-30612.5640181492,-35714.9251847823,-37478.1394437589
32842,-37983.9564896463,-30722.7039896996,-30722.7039896996,-34113.5740123566,-37983.9564896463
32843,-36357.9388619238,-30213.4936728634,-30213.4936728634,-35756.0997870987,-36357.9388619238
32844,-37493.3846714168,-29518.0371033765,-29518.0371033765,-36236.9613092344,-37493.3846714168
32845,-36959.1732995333,-30200.361942159,-30200.361942159,-36410.9648698422,-36959.1732995333
32846,-37452.1819790285,-30058.8230971075,-30058.8230971075,-36428.9124850311,-37452.1819790285
32847,-38757.7637206051,-30350.9448351386,-30350.9448351386,-37533.0406114577,-38757.7637206051
32848,-36924.1568951731,-30172.9483787544,-30172.9483787544,-35367.8992783961,-36924.1568951731
32849,-37995.6406720892,-30485.0932005005,-30485.0932005005,-35394.9410364648,-37995.6406720892
32850,-38036.3153033084,-29611.0344798753,-29611.0344798753,-37003.1597372769,-38036.3153033084
32851,-37716.6022031698,-29304.9832206065,-29304.9832206065,-35478.862117678,-37716.6022031698
32852,-36686.9585484574,-30262.004050961,-30262.004050961,-35222.6251678513,-36686.9585484574
32853,-37772.2386744872,-30310.1646896212,-30310.1646896212,-36307.6986443061,-37772.2386744872
32854,-37907.8213184156,-30344.18657508,-30344.18657508,-36386.3379800625,-37907.8213184156
32855,-37880.9513258095,-29950.8064588674,-29950.8064588674,-36545.5748796687,-37880.9513258095
32856,-37981.7987140784,-30469.7364371704,-30469.7364371704,-36965.6942062225,-37981.7987140784
32857,-37992.0659575909,-30826.4425522804,-30826.4425522804,-36072.1354483204,-37992.0659575909
32858,-37950.0917676289,-29989.1700921061,-29989.1700921061,-36941.6107782413,-37950.0917676289
32859,-38230.7781188787,-29944.2357598128,-29944.2357598128,-36565.8889515823,-38230.7781188787
32860,-38077.5518940382,-30142.7153305298,-30142.7153305298,-34618.3375853662,-38077.5518940382
32861,-38627.762259806,-30155.4384438444,-30155.4384438444,-36597.1162475147,-38627.762259806
32862,-38365.6196066782,-30257.1065267166,-30257.1065267166,-36358.2327352149,-38365.6196066782
32863,-37434.811763288,-29848.9106950523,-29848.9106950523,-35558.7710002599,-37434.811763288
32864,-38063.9754857648,-30840.6869555488,-30840.6869555488,-36612.4677246665,-38063.9754857648
32865,-38122.9197212793,-30072.4775517732,-30072.4775517732,-36098.9228959027,-38122.9197212793
32866,-38246.1026659591,-30021.1640241964,-30021.1640241964,-35252.8733622862,-38246.1026659591
32867,-38087.2074298612,-31363.3259583962,-31363.3259583962,-35273.8140751741,-38087.2074298612
32868,-38373.731429683,-30311.6252285249,-30311.6252285249,-36975.5321442233,-38373.731429683
32869,-37449.7955059088,-30002.7845108839,-30002.7845108839,-37201.6002222913,-37449.7955059088
32870,-37336.4636750188,-30387.6729021891,-30387.6729021891,-33444.3276039157,-37336.4636750188
32871,-39047.312336775,-29927.6619877188,-29927.6619877188,-35245.6115850104,-39047.312336775
32872,-38585.132089798,-29813.0275501823,-29813.0275501823,-36545.1163639801,-38585.132089798
32873,-37248.6040531192,-29821.6285328624,-29821.6285328624,-36630.0883721448,-37248.6040531192
32874,-37396.3162871336,-28866.9284691285,-28866.9284691285,-36419.8447705531,-37396.3162871336
32875,-37495.4201331286,-31468.0526872551,-31468.0526872551,-36434.3140614569,-37495.4201331286
32876,-37672.3661331635,-30480.1878775831,-30480.1878775831,-36095.9751975243,-37672.3661331635
32877,-36755.1202246233,-30809.1480373111,-30809.1480373111,-36676.6943355931,-36755.1202246233
32878,-37778.9401738554,-29879.0336591846,-29879.0336591846,-36136.078033454,-37778.9401738554
32879,-38096.2868163498,-30173.6659845189,-30173.6659845189,-36991.095276183,-38096.2868163498
32880,-37607.9653605131,-30455.5526905891,-30455.5526905891,-37196.3087138762,-37607.9653605131
32881,-37177.6286086234,-30238.6164522947,-30238.6164522947,-36493.1782185717,-37177.6286086234
32882,-38614.5827514528,-30269.5100678516,-30269.5100678516,-36468.7838439079,-38614.5827514528
32883,-38252.6334692581,-30072.872120129,-30072.872120129,-35668.3715508489,-38252.6334692581
32884,-37921.9189183995,-30901.5020587889,-30901.5020587889,-36284.4146670434,-37921.9189183995
32885,-38055.909436421,-30060.568522981,-30060.568522981,-36617.3314759135,-38055.909436421
32886,-38312.1689071899,-29971.0184270208,-29971.0184270208,-36687.1765944291,-38312.1689071899
32887,-38141.5977802923,-31698.9440216374,-31698.9440216374,-36587.3909348679,-38141.5977802923
32888,-37852.2772549666,-30211.4948563159,-30211.4948563159,-36912.0609638747,-37852.2772549666
32889,-37928.2179022975,-31125.4859209275,-31125.4859209275,-36523.3518942825,-37928.2179022975
32890,-36787.4588311014,-29426.3175259311,-29426.3175259311,-36758.6018486736,-36787.4588311014
32891,-37707.9037439713,-29456.9479615663,-29456.9479615663,-36242.5449671015,-37707.9037439713
32892,-37921.2122534247,-31043.5540930312,-31043.5540930312,-36998.8493230957,-37921.2122534247
32893,-37768.9632831403,-30505.1169921153,-30505.1169921153,-36458.361082731,-37768.9632831403
32894,-38011.4923820108,-30288.7709444787,-30288.7709444787,-36718.7456865941,-38011.4923820108
32895,-37988.8095475,-30306.9847063517,-30306.9847063517,-36467.7695488633,-37988.8095475
32896,-37693.0898388487,-29903.6607320628,-29903.6607320628,-36474.7123695889,-37693.0898388487
32897,-37206.6444826637,-30741.3148117782,-30741.3148117782,-35901.8361780005,-37206.6444826637
32898,-37930.7218186028,-29922.5008315514,-29922.5008315514,-36501.8635563944,-37930.7218186028
32899,-37837.8058114493,-30567.631129955,-30567.631129955,-36705.6388091724,-37837.8058114493
32900,-37653.2731011449,-30474.0846207311,-30474.0846207311,-36414.8228256381,-37653.2731011449
32901,-37814.0484135836,-30049.2980120642,-30049.2980120642,-37507.4760949081,-37814.0484135836
32902,-37324.1428576705,-30338.9925998868,-30338.9925998868,-36303.4851349644,-37324.1428576705
32903,-36816.2881451311,-32836.9434768984,-32836.9434768984,-36775.253686609,-36816.2881451311
32904,-37190.069116682,-30279.2733510611,-30279.2733510611,-35458.2891167852,-37190.069116682
32905,-37309.1703027231,-30725.2724137132,-30725.2724137132,-36664.4522587009,-37309.1703027231
32906,-37144.9175451482,-29918.114432441,-29918.114432441,-36581.9586516607,-37144.9175451482
32907,-37038.724017467,-30158.8482391257,-30158.8482391257,-35997.3569139509,-37038.724017467
32908,-37459.3136376797,-30577.2200812985,-30577.2200812985,-36548.5039313396,-37459.3136376797
32909,-37661.8839304279,-30495.2202751867,-30495.2202751867,-36838.8886800761,-37661.8839304279
32910,-37930.5819386937,-30303.5901693399,-30303.5901693399,-36443.7389950958,-37930.5819386937
32911,-37199.555992232,-30080.6398681381,-30080.6398681381,-36504.1283839011,-37199.555992232
32912,-37555.7901061155,-29236.9641312821,-29236.9641312821,-35908.48999298,-37555.7901061155
32913,-37673.7825595857,-30372.0015549023,-30372.0015549023,-36069.7026485709,-37673.7825595857
32914,-37477.4812318269,-30154.2895277856,-30154.2895277856,-36232.9880510807,-37477.4812318269
32915,-37649.7154452555,-30230.244821186,-30230.244821186,-35848.4910583023,-37649.7154452555
32916,-38088.6000430695,-30520.311477244,-30520.311477244,-36019.9677024652,-38088.6000430695
32917,-38092.9136996974,-30350.8449723308,-30350.8449723308,-36377.6120424857,-38092.9136996974
32918,-37758.2647136115,-30374.0376033199,-30374.0376033199,-36490.3254308934,-37758.2647136115
32919,-37746.4060928863,-30302.4467522556,-30302.4467522556,-36037.6910191377,-37746.4060928863
32920,-37622.1265154828,-30108.8947378624,-30108.8947378624,-36475.9619233401,-37622.1265154828
32921,-38357.848103382,-30281.5007856532,-30281.5007856532,-35878.8043436478,-38357.848103382
32922,-37800.3469196719,-30257.5770453174,-30257.5770453174,-36814.7280251828,-37800.3469196719
32923,-37699.8033633068,-30445.8011830684,-30445.8011830684,-37299.7046337769,-37699.8033633068
32924,-38028.7221116539,-30529.1765047283,-30529.1765047283,-35583.4321756509,-38028.7221116539
32925,-37712.550557333,-30185.5255001547,-30185.5255001547,-35838.4353171825,-37712.550557333
32926,-37234.7729129962,-30107.7413534255,-30107.7413534255,-36626.0077137272,-37234.7729129962
32927,-36529.8734458435,-30730.3119144938,-30730.3119144938,-34878.6841522944,-36529.8734458435
32928,-37432.0104171438,-30408.8601357057,-30408.8601357057,-35239.8862186866,-37432.0104171438
32929,-37957.1139978582,-30369.5569542911,-30369.5569542911,-35646.457196082,-37957.1139978582
32930,-38007.7134533324,-29897.5000289522,-29897.5000289522,-37821.7904049382,-38007.7134533324
32931,-38193.0187783188,-31073.9496776899,-31073.9496776899,-36421.9148668172,-38193.0187783188
32932,-37546.8652377978,-30240.2546115869,-30240.2546115869,-35784.2517837433,-37546.8652377978
32933,-37955.630257567,-30409.0206801376,-30409.0206801376,-36983.3380700609,-37955.630257567
32934,-37798.2113508875,-31188.0153581331,-31188.0153581331,-35991.3807326175,-37798.2113508875
32935,-37632.2317427502,-30182.7187184854,-30182.7187184854,-36148.2177360785,-37632.2317427502
32936,-38950.8914696317,-29731.1569910112,-29731.1569910112,-36048.9883305491,-38950.8914696317
32937,-38129.5029178064,-30352.1330465344,-30352.1330465344,-37947.4627636145,-38129.5029178064
32938,-37763.0405708387,-30366.2335418778,-30366.2335418778,-36330.57561511,-37763.0405708387
32939,-36975.0553362591,-29909.6878864975,-29909.6878864975,-36548.5372303439,-36975.0553362591
32940,-38016.4224028774,-29727.6263496463,-29727.6263496463,-36827.8338512883,-38016.4224028774
32941,-38095.4511131069,-30159.5311282856,-30159.5311282856,-36532.063546982,-38095.4511131069
32942,-37763.605132587,-30078.4796052389,-30078.4796052389,-36115.8307385269,-37763.605132587
32943,-37947.7789521663,-30159.6573424217,-30159.6573424217,-35722.0513296891,-37947.7789521663
32944,-37710.9320899123,-30199.1468054159,-30199.1468054159,-35491.8888843121,-37710.9320899123
32945,-37769.8426211059,-29887.9372027987,-29887.9372027987,-36473.9042028874,-37769.8426211059
32946,-38129.8443833383,-30253.3118077317,-30253.3118077317,-36654.8823038544,-38129.8443833383
32947,-38201.0924256476,-29495.5136857764,-29495.5136857764,-35291.2703416607,-38201.0924256476
32948,-38005.2206172942,-30291.3602246455,-30291.3602246455,-36214.1097006784,-38005.2206172942
32949,-38029.1036291949,-30080.0799514305,-30080.0799514305,-37222.5733770879,-38029.1036291949
32950,-37465.8027544262,-29973.8330909322,-29973.8330909322,-35549.0225021679,-37465.8027544262
32951,-37774.7681298901,-30751.7192727692,-30751.7192727692,-35937.3660123602,-37774.7681298901
32952,-37805.4449768246,-29842.5105113459,-29842.5105113459,-36776.4711421564,-37805.4449768246
32953,-37593.265766303,-30682.6214912974,-30682.6214912974,-35580.7231549146,-37593.265766303
32954,-37371.9774665512,-30837.3438973912,-30837.3438973912,-35482.092792773,-37371.9774665512
32955,-37979.228114466,-29907.124510426,-29907.124510426,-36339.5681332741,-37979.228114466
32956,-37891.5528737204,-29422.7049875896,-29422.7049875896,-35552.963762511,-37891.5528737204
32957,-38021.673342453,-30423.2247388929,-30423.2247388929,-35968.0595612631,-38021.673342453
32958,-35804.745113259,-30957.8556336953,-30957.8556336953,-35402.997709713,-35804.745113259
32959,-37570.8505266534,-30411.0297591403,-30411.0297591403,-36176.1086169963,-37570.8505266534
32960,-37335.2846733004,-31186.7781766603,-31186.7781766603,-35988.9419994126,-37335.2846733004
32961,-38196.6914355316,-29881.3140605243,-29881.3140605243,-36020.2380151372,-38196.6914355316
32962,-37852.0405573723,-30271.614378614,-30271.614378614,-36610.0224690617,-37852.0405573723
32963,-37841.8555794597,-29848.6835392354,-29848.6835392354,-35890.3625941672,-37841.8555794597
32964,-37858.1205687614,-30086.4579087467,-30086.4579087467,-36389.2826130007,-37858.1205687614
32965,-37476.8363465752,-30879.7791255746,-30879.7791255746,-36245.7381731,-37476.8363465752
32966,-37978.9219912009,-30255.6010989176,-30255.6010989176,-35261.6830016898,-37978.9219912009
32967,-37784.2344073112,-29896.5571068009,-29896.5571068009,-36160.4662528055,-37784.2344073112
32968,-37982.6967351228,-30317.6489566492,-30317.6489566492,-36440.8599514811,-37982.6967351228
32969,-36768.3437363383,-30123.1802769447,-30123.1802769447,-36119.778607978,-36768.3437363383
32970,-37776.6641604055,-29948.1347340471,-29948.1347340471,-36516.7221361238,-37776.6641604055
32971,-37587.2773920522,-30300.7431092198,-30300.7431092198,-36331.0867981015,-37587.2773920522
32972,-38185.9793927047,-32677.8835355366,-32677.8835355366,-36775.3107461949,-38185.9793927047
32973,-37424.8118536365,-30990.0892367604,-30990.0892367604,-36530.8992564282,-37424.8118536365
32974,-38516.696360624,-30436.9742316785,-30436.9742316785,-36460.2709764035,-38516.696360624
32975,-37779.2078824398,-30055.6545739905,-30055.6545739905,-35759.7892845484,-37779.2078824398
32976,-37826.4043713949,-30477.8611341799,-30477.8611341799,-35602.7253346435,-37826.4043713949
32977,-37929.7586972776,-30418.4664565162,-30418.4664565162,-36793.7196598239,-37929.7586972776
32978,-37416.1981992259,-30158.9543468845,-30158.9543468845,-34906.0063486638,-37416.1981992259
32979,-37633.6254930509,-29923.63648785,-29923.63648785,-35802.7989434569,-37633.6254930509
32980,-38189.7435088592,-30389.2999811342,-30389.2999811342,-36303.8962180119,-38189.7435088592
32981,-36633.8545514022,-29067.6791114738,-29067.6791114738,-36210.0648478184,-36633.8545514022
32982,-37025.4966851488,-31895.6431359101,-31895.6431359101,-36152.6494722557,-37025.4966851488
32983,-37954.7717748814,-29908.4831897806,-29908.4831897806,-36747.9918043788,-37954.7717748814
32984,-37452.2330327375,-30366.1976889065,-30366.1976889065,-36459.105063851,-37452.2330327375
32985,-38081.8009767495,-29902.1828617345,-29902.1828617345,-36843.1121090099,-38081.8009767495
32986,-37812.6968167957,-30184.3450440063,-30184.3450440063,-35779.3389582636,-37812.6968167957
32987,-37975.2061698573,-29925.3257357394,-29925.3257357394,-36461.3048614177,-37975.2061698573
32988,-37872.0979080042,-30949.3429111106,-30949.3429111106,-36184.8243867994,-37872.0979080042
32989,-38216.5571513164,-30491.1261683965,-30491.1261683965,-36087.9229069384,-38216.5571513164
32990,-38339.1342225393,-29924.0487372461,-29924.0487372461,-37107.5800854865,-38339.1342225393
32991,-38294.1395682344,-30899.9581794192,-30899.9581794192,-36748.2876099968,-38294.1395682344
32992,-37701.6581825473,-30160.3244277261,-30160.3244277261,-35471.1896381664,-37701.6581825473
32993,-37467.3722560151,-30637.715964382,-30637.715964382,-36114.8677499541,-37467.3722560151
32994,-37932.6839990654,-30171.9420398635,-30171.9420398635,-36640.6561780445,-37932.6839990654
32995,-37939.0206988857,-32742.8632507694,-32742.8632507694,-36170.7715312939,-37939.0206988857
32996,-38085.7840632725,-29597.337225352,-29597.337225352,-36864.1898273969,-38085.7840632725
32997,-37683.7495525039,-30109.2000137184,-30109.2000137184,-36925.792241271,-37683.7495525039
32998,-37547.636678069,-31854.8808628704,-31854.8808628704,-35693.6509971091,-37547.636678069
32999,-37502.9214231146,-29958.9596598894,-29958.9596598894,-36682.222644154,-37502.9214231146
33000,-37541.1282080835,-30975.3782890871,-30975.3782890871,-35959.9137390957,-37541.1282080835
33001,-37743.3881545756,-30178.4373946283,-30178.4373946283,-36070.8292723049,-37743.3881545756
33002,-37237.5810638639,-31434.8026662366,-31434.8026662366,-36696.7716686644,-37237.5810638639
33003,-37549.5261313925,-30573.3954188024,-30573.3954188024,-37101.4737956458,-37549.5261313925
33004,-37972.399898324,-30806.2088928839,-30806.2088928839,-36648.5169437865,-37972.399898324
33005,-38103.1544803992,-29832.5832111304,-29832.5832111304,-36599.3575975401,-38103.1544803992
33006,-37508.9037624733,-30327.4606575349,-30327.4606575349,-35953.9229930079,-37508.9037624733
33007,-38246.5397993962,-29327.53711775,-29327.53711775,-36303.8603382303,-38246.5397993962
33008,-37503.5030970772,-30175.2958819937,-30175.2958819937,-35741.4188457099,-37503.5030970772
33009,-38056.3064994918,-30622.7291966555,-30622.7291966555,-35816.1889435999,-38056.3064994918
33010,-38258.6933272534,-30235.0559061783,-30235.0559061783,-36017.443612678,-38258.6933272534
33011,-37903.3014120838,-30001.7595939101,-30001.7595939101,-36403.1758866107,-37903.3014120838
33012,-38140.5685488527,-30320.4261274228,-30320.4261274228,-34336.5437858603,-38140.5685488527
33013,-37961.854107427,-30251.4479106601,-30251.4479106601,-36060.545630631,-37961.854107427
33014,-37912.8538511017,-30438.1908734427,-30438.1908734427,-33917.5192633796,-37912.8538511017
33015,-38208.5956703341,-29787.4549046795,-29787.4549046795,-35777.7463204898,-38208.5956703341
33016,-38538.896964498,-29873.2483512434,-29873.2483512434,-36490.7328996495,-38538.896964498
33017,-37671.4620482131,-29865.4769070141,-29865.4769070141,-36471.9776308745,-37671.4620482131
33018,-38083.3284292803,-30338.017743036,-30338.017743036,-36323.3387926937,-38083.3284292803
33019,-37953.6772316402,-30348.2082924649,-30348.2082924649,-35878.2613567617,-37953.6772316402
33020,-38029.0268276606,-29855.9892887942,-29855.9892887942,-36293.9081033252,-38029.0268276606
33021,-37455.9884227181,-30701.1956821198,-30701.1956821198,-36754.8563293543,-37455.9884227181
33022,-37325.9537351702,-30139.7315586068,-30139.7315586068,-36636.9895571986,-37325.9537351702
33023,-37444.7369401685,-30075.2228738085,-30075.2228738085,-36103.9264821987,-37444.7369401685
33024,-37816.1194119166,-30277.4072381753,-30277.4072381753,-37085.8909403683,-37816.1194119166
33025,-37276.2729783847,-29956.7663815974,-29956.7663815974,-36235.4854507025,-37276.2729783847
33026,-37424.6715160816,-30187.0430220825,-30187.0430220825,-36732.1954777507,-37424.6715160816
33027,-37429.7275316859,-30126.3598584351,-30126.3598584351,-36771.9244409452,-37429.7275316859
33028,-38052.2319819974,-30097.5972660786,-30097.5972660786,-36785.7456483793,-38052.2319819974
33029,-37847.5241094931,-30753.6086164009,-30753.6086164009,-36277.1444362975,-37847.5241094931
33030,-37453.8403375422,-30569.6066303434,-30569.6066303434,-36977.7711870291,-37453.8403375422
33031,-38138.4843247932,-30098.6796439963,-30098.6796439963,-36343.2905561757,-38138.4843247932
33032,-37371.5066073398,-30946.9920582272,-30946.9920582272,-35847.0027349358,-37371.5066073398
33033,-37541.3772649057,-30076.2563794272,-30076.2563794272,-36353.2573716896,-37541.3772649057
33034,-37590.5382252502,-30050.9350029263,-30050.9350029263,-36492.3427150292,-37590.5382252502
33035,-38079.3230587195,-30799.2171967951,-30799.2171967951,-36956.4324552627,-38079.3230587195
33036,-37863.1497843489,-30594.395585852,-30594.395585852,-35532.4579800084,-37863.1497843489
33037,-37207.2835640366,-30324.8158731356,-30324.8158731356,-36432.7924323197,-37207.2835640366
33038,-37431.5479240871,-29877.6140956355,-29877.6140956355,-36561.0968959696,-37431.5479240871
33039,-37362.1139452421,-29932.5933945604,-29932.5933945604,-35520.0758167416,-37362.1139452421
33040,-38302.500305431,-30539.4744796357,-30539.4744796357,-35567.0212524653,-38302.500305431
33041,-38488.2343755945,-30625.5838749035,-30625.5838749035,-35793.0442019514,-38488.2343755945
33042,-37968.3876381289,-30554.9633869679,-30554.9633869679,-36547.2628891533,-37968.3876381289
33043,-38113.6702958041,-30448.3071340478,-30448.3071340478,-36456.324363987,-38113.6702958041
33044,-38002.1841098894,-30005.4088658049,-30005.4088658049,-36408.9819591239,-38002.1841098894
33045,-37389.9719052102,-31075.5355176784,-31075.5355176784,-36715.5268769979,-37389.9719052102
33046,-37924.1207023113,-30113.1231843745,-30113.1231843745,-36219.0843153714,-37924.1207023113
33047,-37680.2622940945,-30574.4574768623,-30574.4574768623,-36984.2145039612,-37680.2622940945
33048,-37707.9717590466,-30260.1867259498,-30260.1867259498,-35734.1603860843,-37707.9717590466
33049,-37725.7003565465,-30354.8655588165,-30354.8655588165,-36450.0652544021,-37725.7003565465
33050,-37935.710548628,-29325.8973065067,-29325.8973065067,-36664.8559271853,-37935.710548628
33051,-37677.079752643,-30146.5067874838,-30146.5067874838,-36317.59442209,-37677.079752643
33052,-37185.9539391577,-30183.6642224376,-30183.6642224376,-36467.4101935266,-37185.9539391577
33053,-38005.5190530599,-30490.466262446,-30490.466262446,-37210.5407313563,-38005.5190530599
33054,-37596.6855762791,-29062.1242152961,-29062.1242152961,-37323.5709097027,-37596.6855762791
33055,-38569.0313383012,-30878.2859653291,-30878.2859653291,-36541.5963123081,-38569.0313383012
33056,-37348.2487590607,-29881.383594587,-29881.383594587,-36612.2447837552,-37348.2487590607
33057,-37780.6599792822,-30302.7408113268,-30302.7408113268,-36205.377509144,-37780.6599792822
33058,-37402.8083254196,-29814.4821802452,-29814.4821802452,-36537.2339152281,-37402.8083254196
33059,-37378.1508434762,-30079.0293850997,-30079.0293850997,-37140.5373262759,-37378.1508434762
33060,-37484.7559350079,-30809.8831616888,-30809.8831616888,-35844.9594130661,-37484.7559350079
33061,-38131.509349626,-30556.0295709773,-30556.0295709773,-36432.3260603134,-38131.509349626
33062,-37579.9769969103,-30535.2214771733,-30535.2214771733,-35887.800894163,-37579.9769969103
33063,-37899.4740143843,-30926.301258388,-30926.301258388,-36100.6278022824,-37899.4740143843
33064,-38298.6516703716,-30203.7601446369,-30203.7601446369,-34817.4669522251,-38298.6516703716
33065,-37423.4014763621,-30175.8846647659,-30175.8846647659,-36817.8802483747,-37423.4014763621
33066,-38417.3949172945,-30100.1462468429,-30100.1462468429,-35954.710657899,-38417.3949172945
33067,-38171.8446709788,-31019.3464140831,-31019.3464140831,-35571.8060884463,-38171.8446709788
33068,-37712.408460298,-29817.8392619419,-29817.8392619419,-36416.2169863404,-37712.408460298
33069,-38029.7572908889,-28862.9706937079,-28862.9706937079,-36016.2465609437,-38029.7572908889
33070,-38930.2448075885,-30977.4164147203,-30977.4164147203,-35912.5136173933,-38930.2448075885
33071,-37223.0815674916,-31401.8887238705,-31401.8887238705,-36562.4882704828,-37223.0815674916
33072,-38083.1906771494,-31006.9126633778,-31006.9126633778,-36549.0528780933,-38083.1906771494
33073,-38018.3444826008,-30131.7459088269,-30131.7459088269,-36328.3914836909,-38018.3444826008
33074,-38107.480765149,-30791.7684215049,-30791.7684215049,-31219.3730233318,-38107.480765149
33075,-37922.1097335909,-30650.3760953773,-30650.3760953773,-36103.9909054269,-37922.1097335909
33076,-37693.7095765205,-30672.595145563,-30672.595145563,-37006.7279366316,-37693.7095765205
33077,-37981.6114309895,-30303.2009524709,-30303.2009524709,-36730.6821111368,-37981.6114309895
33078,-37804.8194421183,-29831.4067044968,-29831.4067044968,-36679.3289360046,-37804.8194421183
33079,-37871.5288274021,-29954.6909611478,-29954.6909611478,-35558.0077028182,-37871.5288274021
33080,-37809.3332260673,-29449.674411008,-29449.674411008,-36475.041769044,-37809.3332260673
33081,-37523.6296239872,-30633.5602874215,-30633.5602874215,-36272.5755546345,-37523.6296239872
33082,-38034.2439783359,-30430.4190400207,-30430.4190400207,-36568.6832470259,-38034.2439783359
33083,-37667.4393034982,-30502.097974221,-30502.097974221,-35884.196849976,-37667.4393034982
33084,-38165.358186875,-29804.8607040602,-29804.8607040602,-36367.6148847683,-38165.358186875
33085,-37788.9106619301,-30708.9187341492,-30708.9187341492,-37716.8897095394,-37788.9106619301
33086,-38321.9198861911,-29631.793127296,-29631.793127296,-36002.9395839943,-38321.9198861911
33087,-38209.4424681225,-30104.8673256083,-30104.8673256083,-36457.1314780982,-38209.4424681225
33088,-38351.0298011921,-30407.5712258544,-30407.5712258544,-35871.2300045943,-38351.0298011921
33089,-37500.1798550765,-29935.9193631563,-29935.9193631563,-36479.8589562427,-37500.1798550765
33090,-37784.4672834,-29754.9945122741,-29754.9945122741,-36318.8043705919,-37784.4672834
33091,-37539.4267335876,-30537.8575903589,-30537.8575903589,-36702.6820524482,-37539.4267335876
33092,-37612.7322105543,-30500.3213468471,-30500.3213468471,-36647.1791237833,-37612.7322105543
33093,-37085.1161148339,-30510.9810710396,-30510.9810710396,-36854.2011370296,-37085.1161148339
33094,-38389.8770066369,-30355.6070190009,-30355.6070190009,-36305.2666621599,-38389.8770066369
33095,-37785.5348373333,-29930.8596988477,-29930.8596988477,-36059.4412672278,-37785.5348373333
33096,-37738.8657708998,-30449.6408481261,-30449.6408481261,-35111.8379598106,-37738.8657708998
33097,-37730.4489058138,-30486.2508774801,-30486.2508774801,-35608.7429752478,-37730.4489058138
33098,-37378.1788499829,-30116.5995309342,-30116.5995309342,-37356.8437073765,-37378.1788499829
33099,-37749.9689502526,-30727.8321256103,-30727.8321256103,-35743.232258745,-37749.9689502526
33100,-37444.6451025335,-30727.0397615758,-30727.0397615758,-36522.8622222859,-37444.6451025335
33101,-37144.3904278598,-30493.2535668881,-30493.2535668881,-35976.0615541861,-37144.3904278598
33102,-37582.2691956005,-30364.1192516919,-30364.1192516919,-36960.1301120584,-37582.2691956005
33103,-36994.3151318521,-29470.4810833432,-29470.4810833432,-36282.3390362171,-36994.3151318521
33104,-38079.8013152087,-30510.7978583872,-30510.7978583872,-36072.7238467276,-38079.8013152087
33105,-36558.0255056118,-30579.6349767876,-30579.6349767876,-36547.6910423449,-36558.0255056118
33106,-37811.9837769546,-30723.4940964195,-30723.4940964195,-36514.3338631626,-37811.9837769546
33107,-37642.9340515233,-30304.7720744236,-30304.7720744236,-36346.1067459104,-37642.9340515233
33108,-37529.5162030402,-30017.7534549119,-30017.7534549119,-36634.8641006321,-37529.5162030402
33109,-37913.3590371023,-29836.3210729901,-29836.3210729901,-36473.2360267567,-37913.3590371023
33110,-37980.8692084635,-30219.7493953532,-30219.7493953532,-36845.4748332483,-37980.8692084635
33111,-37696.955430043,-29944.3240106786,-29944.3240106786,-36024.8008218196,-37696.955430043
33112,-37665.8338839776,-30509.973055046,-30509.973055046,-35780.3515649546,-37665.8338839776
33113,-38115.663112096,-30792.1605055423,-30792.1605055423,-36133.8167876329,-38115.663112096
33114,-37839.1749179903,-29851.3125020861,-29851.3125020861,-36515.9363533448,-37839.1749179903
33115,-37048.4070202895,-29784.3570187575,-29784.3570187575,-36150.5415071483,-37048.4070202895
33116,-37462.0283536501,-30450.2775600412,-30450.2775600412,-36857.0422880406,-37462.0283536501
33117,-36281.5971569589,-29338.4283985501,-29338.4283985501,-36036.0786562829,-36281.5971569589
33118,-37600.6796309302,-30539.847894092,-30539.847894092,-35712.4454021568,-37600.6796309302
33119,-37814.3421802829,-30214.4555362232,-30214.4555362232,-36349.0303760184,-37814.3421802829
33120,-37982.6492838479,-30151.2367904192,-30151.2367904192,-36323.5935704762,-37982.6492838479
33121,-37626.2379741393,-30055.7753934299,-30055.7753934299,-35335.3056634708,-37626.2379741393
33122,-37357.9232861482,-30173.0707486811,-30173.0707486811,-36786.5831610503,-37357.9232861482
33123,-37899.7199565722,-30695.584561017,-30695.584561017,-36855.8057520688,-37899.7199565722
33124,-37771.3669947313,-29566.5380531426,-29566.5380531426,-35610.3367308134,-37771.3669947313
33125,-37735.4434000359,-32275.6057571118,-32275.6057571118,-35559.2678736353,-37735.4434000359
33126,-38232.7748049463,-30355.2495540851,-30355.2495540851,-36173.54937432,-38232.7748049463
33127,-37486.2116286827,-29872.8726987162,-29872.8726987162,-36436.9257958136,-37486.2116286827
33128,-38149.6442138023,-30204.7641868464,-30204.7641868464,-36449.9630366767,-38149.6442138023
33129,-37464.2093176225,-30927.8782309661,-30927.8782309661,-36624.3185872863,-37464.2093176225
33130,-37443.0935638623,-29401.6300936395,-29401.6300936395,-36659.8673367429,-37443.0935638623
33131,-37879.9739123006,-29585.125220622,-29585.125220622,-36069.8945370625,-37879.9739123006
