# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,IUP Begin,IUP End,XXII
11111,-41883.9404357846,-41883.9404357846,-41883.9404357846
11112,-42757.9419513949,-42757.9419513949,-42757.9419513949
11113,-41599.6564604528,-41599.6564604528,-41599.6564604528
11114,-42134.7290163935,-42134.7290163935,-42134.7290163935
11115,-42088.7605651892,-42088.7605651892,-42088.7605651892
11116,-42729.3254272918,-42729.3254272918,-42729.3254272918
11117,-41482.0280202346,-41482.0280202346,-41482.0280202346
11118,-42363.0275905896,-42363.0275905896,-42363.0275905896
11119,-42167.1047530051,-42167.1047530051,-42167.1047530051
11120,-42520.7989648756,-42520.7989648756,-42520.7989648756
11121,-42134.0222195096,-42134.0222195096,-42134.0222195096
11122,-42524.0602084651,-42524.0602084651,-42524.0602084651
11123,-42249.1041272285,-42249.1041272285,-42249.1041272285
11124,-43139.6338178284,-43139.6338178284,-43139.6338178284
11125,-41725.3463926585,-41725.3463926585,-41725.3463926585
11126,-41618.1534090485,-41618.1534090485,-41618.1534090485
11127,-41324.2606222273,-41324.2606222273,-41324.2606222273
11128,-42626.5741599605,-42626.5741599605,-42626.5741599605
11129,-41648.1713892298,-41648.1713892298,-41648.1713892298
11130,-41654.4693574068,-41654.4693574068,-41654.4693574068
11131,-42340.9968817386,-42340.9968817386,-42340.9968817386
11132,-41930.4465161586,-41930.4465161586,-41930.4465161586
11133,-41888.0203362586,-41888.0203362586,-41888.0203362586
11134,-41620.7380531655,-41620.7380531655,-41620.7380531655
11135,-42010.471513461,-42010.471513461,-42010.471513461
11136,-41606.1432064539,-41606.1432064539,-41606.1432064539
11137,-41693.8707049829,-41693.8707049829,-41693.8707049829
11138,-41853.0101600423,-41853.0101600423,-41853.0101600423
11139,-42157.0677391294,-42157.0677391294,-42157.0677391294
11140,-41466.2318409258,-41466.2318409258,-41466.2318409258
11141,-41792.1337619079,-41792.1337619079,-41792.1337619079
11142,-41716.8210810345,-41716.8210810345,-41716.8210810345
11143,-41604.967750899,-41604.967750899,-41604.967750899
11144,-42017.8624492068,-42017.8624492068,-42017.8624492068
11145,-41755.9072178247,-41755.9072178247,-41755.9072178247
11146,-42476.0449038038,-42476.0449038038,-42476.0449038038
11147,-42022.4231627302,-42022.4231627302,-42022.4231627302
11148,-42640.8083603165,-42640.8083603165,-42640.8083603165
11149,-42619.1043437382,-42619.1043437382,-42619.1043437382
11150,-42813.2914151804,-42813.2914151804,-42813.2914151804
11151,-42207.0623600461,-42207.0623600461,-42207.0623600461
11152,-41398.7880422286,-41398.7880422286,-41398.7880422286
11153,-43022.8079931391,-43022.8079931391,-43022.8079931391
11154,-44038.2013390414,-44038.2013390414,-44038.2013390414
11155,-41909.8465857033,-41909.8465857033,-41909.8465857033
11156,-41638.789788672,-41638.789788672,-41638.789788672
11157,-42272.0238169292,-42272.0238169292,-42272.0238169292
11158,-42322.7063694849,-42322.7063694849,-42322.7063694849
11159,-42344.5097474687,-42344.5097474687,-42344.5097474687
11160,-42356.8451574337,-42356.8451574337,-42356.8451574337
11161,-42255.2362065751,-42255.2362065751,-42255.2362065751
11162,-41714.7429623634,-41714.7429623634,-41714.7429623634
11163,-41590.7886915933,-41590.7886915933,-41590.7886915933
11164,-42467.8740556797,-42467.8740556797,-42467.8740556797
11165,-42930.1049653613,-42930.1049653613,-42930.1049653613
11166,-42001.6496624627,-42001.6496624627,-42001.6496624627
11167,-42909.3125561634,-42909.3125561634,-42909.3125561634
11168,-41707.1006507589,-41707.1006507589,-41707.1006507589
11169,-41612.7471190735,-41612.7471190735,-41612.7471190735
11170,-43328.6322583845,-43328.6322583845,-43328.6322583845
11171,-42398.6970950118,-42398.6970950118,-42398.6970950118
11172,-42324.2541532264,-42324.2541532264,-42324.2541532264
11173,-42127.0387423246,-42127.0387423246,-42127.0387423246
11174,-44780.6991258921,-44780.6991258921,-44780.6991258921
11175,-41327.3777129742,-41327.3777129742,-41327.3777129742
11176,-41968.0382161808,-41968.0382161808,-41968.0382161808
11177,-42151.8937596113,-42151.8937596113,-42151.8937596113
11178,-42277.6952464209,-42277.6952464209,-42277.6952464209
11179,-41633.7815800504,-41633.7815800504,-41633.7815800504
11180,-41720.3142079831,-41720.3142079831,-41720.3142079831
11181,-42435.2115286844,-42435.2115286844,-42435.2115286844
11182,-41910.2827339204,-41910.2827339204,-41910.2827339204
11183,-41293.0368160959,-41293.0368160959,-41293.0368160959
11184,-41518.0658486562,-41518.0658486562,-41518.0658486562
11185,-41454.5220502628,-41454.5220502628,-41454.5220502628
11186,-42164.2291532119,-42164.2291532119,-42164.2291532119
11187,-41758.8885823042,-41758.8885823042,-41758.8885823042
11188,-42131.2061716892,-42131.2061716892,-42131.2061716892
11189,-41691.2098564038,-41691.2098564038,-41691.2098564038
11190,-42358.529173712,-42358.529173712,-42358.529173712
11191,-41714.9416507683,-41714.9416507683,-41714.9416507683
11192,-41817.3501469345,-41817.3501469345,-41817.3501469345
11193,-42167.2097186588,-42167.2097186588,-42167.2097186588
11194,-42279.9720806415,-42279.9720806415,-42279.9720806415
11195,-41919.7671829827,-41919.7671829827,-41919.7671829827
11196,-42528.6288365069,-42528.6288365069,-42528.6288365069
11197,-43185.2157235871,-43185.2157235871,-43185.2157235871
11198,-41803.4120686529,-41803.4120686529,-41803.4120686529
11199,-41716.1424574409,-41716.1424574409,-41716.1424574409
11200,-41554.3649920059,-41554.3649920059,-41554.3649920059
11201,-41619.4715767503,-41619.4715767503,-41619.4715767503
11202,-42033.0538503155,-42033.0538503155,-42033.0538503155
11203,-42067.3250670563,-42067.3250670563,-42067.3250670563
11204,-41028.4047485048,-41028.4047485048,-41028.4047485048
11205,-41007.9820655767,-41007.9820655767,-41007.9820655767
11206,-41669.0455615722,-41669.0455615722,-41669.0455615722
11207,-42462.0090254685,-42462.0090254685,-42462.0090254685
11208,-41864.5231903021,-41864.5231903021,-41864.5231903021
11209,-42342.9170370129,-42342.9170370129,-42342.9170370129
11210,-41768.0765123876,-41768.0765123876,-41768.0765123876
11211,-43079.0271471242,-43079.0271471242,-43079.0271471242
11212,-42056.5331968223,-42056.5331968223,-42056.5331968223
11213,-42284.0104482526,-42284.0104482526,-42284.0104482526
11214,-42110.7465001974,-42110.7465001974,-42110.7465001974
11215,-41847.0589668889,-41847.0589668889,-41847.0589668889
11216,-42402.5905116556,-42402.5905116556,-42402.5905116556
11217,-42025.4612361652,-42025.4612361652,-42025.4612361652
11218,-42016.724398865,-42016.724398865,-42016.724398865
11219,-42909.3894684105,-42909.3894684105,-42909.3894684105
11220,-42737.217724761,-42737.217724761,-42737.217724761
11221,-41416.8500617333,-41416.8500617333,-41416.8500617333
11222,-42776.8280429312,-42776.8280429312,-42776.8280429312
11223,-42181.6007625144,-42181.6007625144,-42181.6007625144
11224,-42483.0382399439,-42483.0382399439,-42483.0382399439
11225,-42082.6526233588,-42082.6526233588,-42082.6526233588
11226,-42067.1845828112,-42067.1845828112,-42067.1845828112
11227,-42585.4708416627,-42585.4708416627,-42585.4708416627
11228,-41916.825328164,-41916.825328164,-41916.825328164
11229,-42646.4342895374,-42646.4342895374,-42646.4342895374
11230,-41817.7117152958,-41817.7117152958,-41817.7117152958
11231,-41738.1396617481,-41738.1396617481,-41738.1396617481
11232,-45595.7762670941,-45595.7762670941,-45595.7762670941
11233,-42779.8245163971,-42779.8245163971,-42779.8245163971
11234,-41968.0622190742,-41968.0622190742,-41968.0622190742
11235,-42046.551172067,-42046.551172067,-42046.551172067
11236,-41594.4423069652,-41594.4423069652,-41594.4423069652
11237,-42479.7904984253,-42479.7904984253,-42479.7904984253
11238,-42598.1901230211,-42598.1901230211,-42598.1901230211
11239,-41872.5147585452,-41872.5147585452,-41872.5147585452
11240,-42135.0515186584,-42135.0515186584,-42135.0515186584
11241,-46779.3237755045,-46779.3237755045,-46779.3237755045
11242,-44104.8072643225,-44104.8072643225,-44104.8072643225
11243,-41859.4883476003,-41859.4883476003,-41859.4883476003
11244,-41384.30140001,-41384.30140001,-41384.30140001
11245,-42599.3061894348,-42599.3061894348,-42599.3061894348
11246,-41552.5257055266,-41552.5257055266,-41552.5257055266
11247,-42143.8139228353,-42143.8139228353,-42143.8139228353
11248,-44367.8876805181,-44367.8876805181,-44367.8876805181
11249,-42192.680747337,-42192.680747337,-42192.680747337
11250,-41487.3045754582,-41487.3045754582,-41487.3045754582
11251,-41398.6917764336,-41398.6917764336,-41398.6917764336
11252,-42596.145231733,-42596.145231733,-42596.145231733
11253,-41778.2931341176,-41778.2931341176,-41778.2931341176
11254,-42390.7204619811,-42390.7204619811,-42390.7204619811
11255,-41849.1315112003,-41849.1315112003,-41849.1315112003
11256,-41626.388278002,-41626.388278002,-41626.388278002
11257,-41782.6746770787,-41782.6746770787,-41782.6746770787
11258,-42404.2773895349,-42404.2773895349,-42404.2773895349
11259,-42095.5657942644,-42095.5657942644,-42095.5657942644
11260,-41693.3438237255,-41693.3438237255,-41693.3438237255
11261,-41906.2566222526,-41906.2566222526,-41906.2566222526
11262,-41906.1458364714,-41906.1458364714,-41906.1458364714
11263,-41909.6394859614,-41909.6394859614,-41909.6394859614
11264,-42285.2875024799,-42285.2875024799,-42285.2875024799
11265,-41728.4385805168,-41728.4385805168,-41728.4385805168
11266,-41771.7831259255,-41771.7831259255,-41771.7831259255
11267,-41781.9332467655,-41781.9332467655,-41781.9332467655
11268,-41596.4306190559,-41596.4306190559,-41596.4306190559
11269,-42158.0884399095,-42158.0884399095,-42158.0884399095
11270,-42191.432106971,-42191.432106971,-42191.432106971
11271,-42391.7469899015,-42391.7469899015,-42391.7469899015
11272,-41823.5469692539,-41823.5469692539,-41823.5469692539
11273,-42332.8137150887,-42332.8137150887,-42332.8137150887
11274,-42380.5720918032,-42380.5720918032,-42380.5720918032
11275,-42438.738830376,-42438.738830376,-42438.738830376
11276,-42806.7817851272,-42806.7817851272,-42806.7817851272
11277,-42296.8367477756,-42296.8367477756,-42296.8367477756
11278,-41929.9036747117,-41929.9036747117,-41929.9036747117
11279,-42266.5546143173,-42266.5546143173,-42266.5546143173
11280,-41793.2683488887,-41793.2683488887,-41793.2683488887
11281,-41551.0825522928,-41551.0825522928,-41551.0825522928
11282,-42311.7438780454,-42311.7438780454,-42311.7438780454
11283,-42093.310356987,-42093.310356987,-42093.310356987
11284,-42139.7386388594,-42139.7386388594,-42139.7386388594
11285,-41962.8988828031,-41962.8988828031,-41962.8988828031
11286,-43276.262264705,-43276.262264705,-43276.262264705
11287,-42287.6187295704,-42287.6187295704,-42287.6187295704
11288,-41906.388975919,-41906.388975919,-41906.388975919
11289,-43180.5968002384,-43180.5968002384,-43180.5968002384
11290,-42107.6287439849,-42107.6287439849,-42107.6287439849
11291,-42384.8109736103,-42384.8109736103,-42384.8109736103
11292,-43178.3761222261,-43178.3761222261,-43178.3761222261
11293,-41806.9791579789,-41806.9791579789,-41806.9791579789
11294,-41598.6371940411,-41598.6371940411,-41598.6371940411
11295,-41719.2525265,-41719.2525265,-41719.2525265
11296,-41938.3190548715,-41938.3190548715,-41938.3190548715
11297,-42034.2334747736,-42034.2334747736,-42034.2334747736
11298,-42072.5852016584,-42072.5852016584,-42072.5852016584
11299,-42511.5142188205,-42511.5142188205,-42511.5142188205
11300,-42731.0331056254,-42731.0331056254,-42731.0331056254
11301,-41840.2529421479,-41840.2529421479,-41840.2529421479
11302,-42224.8013859119,-42224.8013859119,-42224.8013859119
11303,-44605.6483049082,-44605.6483049082,-44605.6483049082
11304,-42067.4732019729,-42067.4732019729,-42067.4732019729
11305,-42467.1338912184,-42467.1338912184,-42467.1338912184
11306,-42074.1887885929,-42074.1887885929,-42074.1887885929
11307,-42669.8815046436,-42669.8815046436,-42669.8815046436
11308,-42667.6083265432,-42667.6083265432,-42667.6083265432
11309,-42242.2258342519,-42242.2258342519,-42242.2258342519
11310,-45725.4035800773,-45725.4035800773,-45725.4035800773
11311,-42233.539591547,-42233.539591547,-42233.539591547
11312,-42150.3710389788,-42150.3710389788,-42150.3710389788
11313,-42443.7017943898,-42443.7017943898,-42443.7017943898
11314,-41750.9187809855,-41750.9187809855,-41750.9187809855
11315,-42064.8790144196,-42064.8790144196,-42064.8790144196
11316,-41914.9821589471,-41914.9821589471,-41914.9821589471
11317,-42051.1604600257,-42051.1604600257,-42051.1604600257
11318,-41566.9562252434,-41566.9562252434,-41566.9562252434
11319,-42360.5909253207,-42360.5909253207,-42360.5909253207
11320,-42844.485390663,-42844.485390663,-42844.485390663
11321,-42368.613247783,-42368.613247783,-42368.613247783
11322,-42278.3820742204,-42278.3820742204,-42278.3820742204
11323,-41261.7260133968,-41261.7260133968,-41261.7260133968
11324,-41667.0228215597,-41667.0228215597,-41667.0228215597
11325,-41962.9397875928,-41962.9397875928,-41962.9397875928
11326,-42069.7150483535,-42069.7150483535,-42069.7150483535
11327,-42191.167457661,-42191.167457661,-42191.167457661
11328,-41470.8441808608,-41470.8441808608,-41470.8441808608
11329,-42128.978071198,-42128.978071198,-42128.978071198
11330,-41372.9979910286,-41372.9979910286,-41372.9979910286
11331,-42037.4372984013,-42037.4372984013,-42037.4372984013
11332,-43377.800265573,-43377.800265573,-43377.800265573
11333,-41574.667113629,-41574.667113629,-41574.667113629
11334,-41620.8839174791,-41620.8839174791,-41620.8839174791
11335,-42217.2495572939,-42217.2495572939,-42217.2495572939
11336,-41711.9276349959,-41711.9276349959,-41711.9276349959
11337,-42223.4614227044,-42223.4614227044,-42223.4614227044
11338,-42598.8245564978,-42598.8245564978,-42598.8245564978
11339,-42491.2082843933,-42491.2082843933,-42491.2082843933
11340,-42840.3810656897,-42840.3810656897,-42840.3810656897
11341,-42283.3396381951,-42283.3396381951,-42283.3396381951
11342,-41857.7908434242,-41857.7908434242,-41857.7908434242
11343,-41920.4236105105,-41920.4236105105,-41920.4236105105
11344,-41799.1940241993,-41799.1940241993,-41799.1940241993
11345,-41973.6098034527,-41973.6098034527,-41973.6098034527
11346,-42309.1656033445,-42309.1656033445,-42309.1656033445
11347,-42897.5469422222,-42897.5469422222,-42897.5469422222
11348,-43350.7953096877,-43350.7953096877,-43350.7953096877
11349,-42041.296545335,-42041.296545335,-42041.296545335
11350,-41743.9846811321,-41743.9846811321,-41743.9846811321
11351,-42428.4769240654,-42428.4769240654,-42428.4769240654
11352,-41523.6932267943,-41523.6932267943,-41523.6932267943
11353,-41424.7513809728,-41424.7513809728,-41424.7513809728
11354,-41780.3725102229,-41780.3725102229,-41780.3725102229
11355,-41612.3106444374,-41612.3106444374,-41612.3106444374
11356,-41359.4012081807,-41359.4012081807,-41359.4012081807
11357,-41907.5835134331,-41907.5835134331,-41907.5835134331
11358,-42143.6484162371,-42143.6484162371,-42143.6484162371
11359,-41957.069466347,-41957.069466347,-41957.069466347
11360,-42443.9058030809,-42443.9058030809,-42443.9058030809
11361,-42547.2256587794,-42547.2256587794,-42547.2256587794
11362,-42203.3189406497,-42203.3189406497,-42203.3189406497
11363,-42332.5106831495,-42332.5106831495,-42332.5106831495
11364,-41567.830012459,-41567.830012459,-41567.830012459
11365,-42232.4144781396,-42232.4144781396,-42232.4144781396
11366,-42107.330000517,-42107.330000517,-42107.330000517
11367,-41347.9469609388,-41347.9469609388,-41347.9469609388
11368,-42704.5756694359,-42704.5756694359,-42704.5756694359
11369,-42252.7109644829,-42252.7109644829,-42252.7109644829
11370,-41882.4412463772,-41882.4412463772,-41882.4412463772
11371,-41714.9448880436,-41714.9448880436,-41714.9448880436
11372,-41762.7859742945,-41762.7859742945,-41762.7859742945
11373,-41189.0836443086,-41189.0836443086,-41189.0836443086
11374,-41680.0131659626,-41680.0131659626,-41680.0131659626
11375,-41362.9829862959,-41362.9829862959,-41362.9829862959
11376,-42252.9058620569,-42252.9058620569,-42252.9058620569
11377,-42507.400465751,-42507.400465751,-42507.400465751
11378,-43920.0702623185,-43920.0702623185,-43920.0702623185
11379,-42709.8585517905,-42709.8585517905,-42709.8585517905
11380,-43409.1539839314,-43409.1539839314,-43409.1539839314
11381,-42553.6835742906,-42553.6835742906,-42553.6835742906
11382,-41409.9487568577,-41409.9487568577,-41409.9487568577
11383,-41368.1457887347,-41368.1457887347,-41368.1457887347
11384,-42558.4985252172,-42558.4985252172,-42558.4985252172
11385,-42144.1416421795,-42144.1416421795,-42144.1416421795
11386,-42353.5217688698,-42353.5217688698,-42353.5217688698
11387,-41863.4236828138,-41863.4236828138,-41863.4236828138
11388,-41749.2674495765,-41749.2674495765,-41749.2674495765
11389,-41407.7397371946,-41407.7397371946,-41407.7397371946
11390,-41680.8256911208,-41680.8256911208,-41680.8256911208
11391,-42194.031705445,-42194.031705445,-42194.031705445
11392,-41503.3663991733,-41503.3663991733,-41503.3663991733
11393,-41252.4670778463,-41252.4670778463,-41252.4670778463
11394,-42463.7434889046,-42463.7434889046,-42463.7434889046
11395,-42529.0881535444,-42529.0881535444,-42529.0881535444
11396,-42563.317546856,-42563.317546856,-42563.317546856
11397,-42027.2705266754,-42027.2705266754,-42027.2705266754
11398,-41692.6337957291,-41692.6337957291,-41692.6337957291
11399,-42374.2900403976,-42374.2900403976,-42374.2900403976
11400,-42072.254171688,-42072.254171688,-42072.254171688
11401,-41736.2763059029,-41736.2763059029,-41736.2763059029
11402,-42611.3389805673,-42611.3389805673,-42611.3389805673
11403,-42379.9546899831,-42379.9546899831,-42379.9546899831
11404,-41584.6875039376,-41584.6875039376,-41584.6875039376
11405,-41989.5924876278,-41989.5924876278,-41989.5924876278
11406,-41751.4121701693,-41751.4121701693,-41751.4121701693
11407,-42333.2331679008,-42333.2331679008,-42333.2331679008
11408,-42523.0720914643,-42523.0720914643,-42523.0720914643
11409,-42713.7861216197,-42713.7861216197,-42713.7861216197
11410,-42305.9943084852,-42305.9943084852,-42305.9943084852
11411,-41835.435887989,-41835.435887989,-41835.435887989
11412,-41718.0661426109,-41718.0661426109,-41718.0661426109
11413,-41550.6231971384,-41550.6231971384,-41550.6231971384
11414,-41530.7894328492,-41530.7894328492,-41530.7894328492
11415,-41816.7702032414,-41816.7702032414,-41816.7702032414
11416,-42259.6267333249,-42259.6267333249,-42259.6267333249
11417,-41883.7079037373,-41883.7079037373,-41883.7079037373
11418,-41950.0988979069,-41950.0988979069,-41950.0988979069
11419,-41952.6402990217,-41952.6402990217,-41952.6402990217
11420,-41619.1599384396,-41619.1599384396,-41619.1599384396
11421,-41342.3151345132,-41342.3151345132,-41342.3151345132
11422,-41272.9524450774,-41272.9524450774,-41272.9524450774
11423,-41962.5552879334,-41962.5552879334,-41962.5552879334
11424,-41988.5402790715,-41988.5402790715,-41988.5402790715
11425,-42085.4280687807,-42085.4280687807,-42085.4280687807
11426,-42610.0413681429,-42610.0413681429,-42610.0413681429
11427,-44281.1107825361,-44281.1107825361,-44281.1107825361
11428,-41303.9769912741,-41303.9769912741,-41303.9769912741
11429,-41912.8003421473,-41912.8003421473,-41912.8003421473
11430,-42396.4860111065,-42396.4860111065,-42396.4860111065
11431,-42121.5401745142,-42121.5401745142,-42121.5401745142
11432,-41852.5689769003,-41852.5689769003,-41852.5689769003
11433,-41724.7477968177,-41724.7477968177,-41724.7477968177
11434,-41977.7789599084,-41977.7789599084,-41977.7789599084
11435,-41098.3287895978,-41098.3287895978,-41098.3287895978
11436,-42411.7008664313,-42411.7008664313,-42411.7008664313
11437,-42083.5333615743,-42083.5333615743,-42083.5333615743
11438,-41936.7521756171,-41936.7521756171,-41936.7521756171
11439,-41994.2328759469,-41994.2328759469,-41994.2328759469
11440,-41884.1560396912,-41884.1560396912,-41884.1560396912
11441,-42498.6401495347,-42498.6401495347,-42498.6401495347
11442,-42351.890553405,-42351.890553405,-42351.890553405
11443,-41658.6500454224,-41658.6500454224,-41658.6500454224
11444,-42485.1857837085,-42485.1857837085,-42485.1857837085
11445,-42288.0836503102,-42288.0836503102,-42288.0836503102
11446,-42120.1489262616,-42120.1489262616,-42120.1489262616
11447,-42176.4884010586,-42176.4884010586,-42176.4884010586
11448,-41392.7145765762,-41392.7145765762,-41392.7145765762
11449,-41851.9603126662,-41851.9603126662,-41851.9603126662
11450,-42796.260939687,-42796.260939687,-42796.260939687
11451,-41275.1589910834,-41275.1589910834,-41275.1589910834
11452,-42214.6047166302,-42214.6047166302,-42214.6047166302
11453,-42266.1019159799,-42266.1019159799,-42266.1019159799
11454,-42150.0022316388,-42150.0022316388,-42150.0022316388
11455,-42020.1300371543,-42020.1300371543,-42020.1300371543
11456,-42740.1324163748,-42740.1324163748,-42740.1324163748
11457,-42712.840165607,-42712.840165607,-42712.840165607
11458,-42818.8359762505,-42818.8359762505,-42818.8359762505
11459,-41779.482473874,-41779.482473874,-41779.482473874
11460,-41916.0538641616,-41916.0538641616,-41916.0538641616
11461,-41614.4198657318,-41614.4198657318,-41614.4198657318
11462,-42277.2576898701,-42277.2576898701,-42277.2576898701
11463,-41720.0544112112,-41720.0544112112,-41720.0544112112
11464,-42066.7785760973,-42066.7785760973,-42066.7785760973
11465,-41854.156867028,-41854.156867028,-41854.156867028
11466,-42215.1300534437,-42215.1300534437,-42215.1300534437
