# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,IUP Begin,IUP End,XXII
19593,-41314.1146815934,-41314.1146815934,-41314.1146815934
19594,-42194.5591627079,-42194.5591627079,-42194.5591627079
19595,-41711.8518920447,-41711.8518920447,-41711.8518920447
19596,-41612.1408432878,-41612.1408432878,-41612.1408432878
19597,-41829.3257004867,-41829.3257004867,-41829.3257004867
19598,-41474.9046199112,-41474.9046199112,-41474.9046199112
19599,-41906.8079958361,-41906.8079958361,-41906.8079958361
19600,-41909.5187955523,-41909.5187955523,-41909.5187955523
19601,-41962.0668427151,-41962.0668427151,-41962.0668427151
19602,-42008.6340922046,-42008.6340922046,-42008.6340922046
19603,-41855.5645318269,-41855.5645318269,-41855.5645318269
19604,-42024.5925263844,-42024.5925263844,-42024.5925263844
19605,-42482.8454562232,-42482.8454562232,-42482.8454562232
19606,-43151.0854290883,-43151.0854290883,-43151.0854290883
19607,-41899.1247425862,-41899.1247425862,-41899.1247425862
19608,-42020.0928906516,-42020.0928906516,-42020.0928906516
19609,-41829.2601103869,-41829.2601103869,-41829.2601103869
19610,-42601.4019574161,-42601.4019574161,-42601.4019574161
19611,-41465.7318268712,-41465.7318268712,-41465.7318268712
19612,-41635.1928664997,-41635.1928664997,-41635.1928664997
19613,-41617.2694748991,-41617.2694748991,-41617.2694748991
19614,-41778.4334424404,-41778.4334424404,-41778.4334424404
19615,-42042.6820390531,-42042.6820390531,-42042.6820390531
19616,-42458.5125024442,-42458.5125024442,-42458.5125024442
19617,-41626.4646576879,-41626.4646576879,-41626.4646576879
19618,-41921.7128450566,-41921.7128450566,-41921.7128450566
19619,-41863.702971846,-41863.702971846,-41863.702971846
19620,-42117.3851300844,-42117.3851300844,-42117.3851300844
19621,-43832.1232643272,-43832.1232643272,-43832.1232643272
19622,-41867.7862558249,-41867.7862558249,-41867.7862558249
19623,-42180.5141027441,-42180.5141027441,-42180.5141027441
19624,-41538.0687340787,-41538.0687340787,-41538.0687340787
19625,-41331.5601160924,-41331.5601160924,-41331.5601160924
19626,-42736.5079556704,-42736.5079556704,-42736.5079556704
19627,-42343.1777236915,-42343.1777236915,-42343.1777236915
19628,-42624.6075494924,-42624.6075494924,-42624.6075494924
19629,-42031.0187671696,-42031.0187671696,-42031.0187671696
19630,-41975.8602417241,-41975.8602417241,-41975.8602417241
19631,-42210.2721999097,-42210.2721999097,-42210.2721999097
19632,-42182.2708074544,-42182.2708074544,-42182.2708074544
19633,-41534.5171749927,-41534.5171749927,-41534.5171749927
19634,-42332.938970639,-42332.938970639,-42332.938970639
19635,-42241.0094834315,-42241.0094834315,-42241.0094834315
19636,-42509.4878344167,-42509.4878344167,-42509.4878344167
19637,-42703.35930963,-42703.35930963,-42703.35930963
19638,-42667.603327923,-42667.603327923,-42667.603327923
19639,-44382.1242632846,-44382.1242632846,-44382.1242632846
19640,-41986.8994914338,-41986.8994914338,-41986.8994914338
19641,-41719.5327473011,-41719.5327473011,-41719.5327473011
19642,-43580.3027657245,-43580.3027657245,-43580.3027657245
19643,-42081.3448410266,-42081.3448410266,-42081.3448410266
19644,-42791.0641459443,-42791.0641459443,-42791.0641459443
19645,-42411.81064465,-42411.81064465,-42411.81064465
19646,-43490.2414047765,-43490.2414047765,-43490.2414047765
19647,-42784.0597593311,-42784.0597593311,-42784.0597593311
19648,-42701.9089372242,-42701.9089372242,-42701.9089372242
19649,-42237.2779076619,-42237.2779076619,-42237.2779076619
19650,-42254.7080290651,-42254.7080290651,-42254.7080290651
19651,-42203.156311887,-42203.156311887,-42203.156311887
19652,-42014.6244810566,-42014.6244810566,-42014.6244810566
19653,-42006.3985375083,-42006.3985375083,-42006.3985375083
19654,-42306.4655559981,-42306.4655559981,-42306.4655559981
19655,-41747.9721097543,-41747.9721097543,-41747.9721097543
19656,-41525.1279619619,-41525.1279619619,-41525.1279619619
19657,-41424.2710468111,-41424.2710468111,-41424.2710468111
19658,-42630.0110735696,-42630.0110735696,-42630.0110735696
19659,-41831.1223122825,-41831.1223122825,-41831.1223122825
19660,-42331.7620285536,-42331.7620285536,-42331.7620285536
19661,-42386.3482199735,-42386.3482199735,-42386.3482199735
19662,-41559.5530509112,-41559.5530509112,-41559.5530509112
19663,-41678.1667778712,-41678.1667778712,-41678.1667778712
19664,-41439.3897819034,-41439.3897819034,-41439.3897819034
19665,-41449.5238119053,-41449.5238119053,-41449.5238119053
19666,-41744.1592826549,-41744.1592826549,-41744.1592826549
19667,-41879.335181892,-41879.335181892,-41879.335181892
19668,-41969.5753246835,-41969.5753246835,-41969.5753246835
19669,-41741.2929819247,-41741.2929819247,-41741.2929819247
19670,-42748.6400320384,-42748.6400320384,-42748.6400320384
19671,-42181.8517623895,-42181.8517623895,-42181.8517623895
19672,-42136.9847485882,-42136.9847485882,-42136.9847485882
19673,-42603.94939732,-42603.94939732,-42603.94939732
19674,-41837.7482419925,-41837.7482419925,-41837.7482419925
19675,-41765.4494266395,-41765.4494266395,-41765.4494266395
19676,-42459.3907364181,-42459.3907364181,-42459.3907364181
19677,-42348.4904959628,-42348.4904959628,-42348.4904959628
19678,-41936.3331024616,-41936.3331024616,-41936.3331024616
19679,-42215.2616172024,-42215.2616172024,-42215.2616172024
19680,-41899.8782107294,-41899.8782107294,-41899.8782107294
19681,-41635.7600009568,-41635.7600009568,-41635.7600009568
19682,-43107.6079107332,-43107.6079107332,-43107.6079107332
19683,-42073.3357016072,-42073.3357016072,-42073.3357016072
19684,-41839.852852332,-41839.852852332,-41839.852852332
19685,-42377.1155975042,-42377.1155975042,-42377.1155975042
19686,-41937.7480344736,-41937.7480344736,-41937.7480344736
19687,-41709.6371625629,-41709.6371625629,-41709.6371625629
19688,-43035.4625586225,-43035.4625586225,-43035.4625586225
19689,-42039.6386689639,-42039.6386689639,-42039.6386689639
19690,-41663.5069144501,-41663.5069144501,-41663.5069144501
19691,-41759.6073120135,-41759.6073120135,-41759.6073120135
19692,-41906.1423680071,-41906.1423680071,-41906.1423680071
19693,-41687.0671766842,-41687.0671766842,-41687.0671766842
19694,-41916.8803078954,-41916.8803078954,-41916.8803078954
19695,-41804.9854635073,-41804.9854635073,-41804.9854635073
19696,-42507.567775139,-42507.567775139,-42507.567775139
19697,-41905.5680055921,-41905.5680055921,-41905.5680055921
19698,-41983.6010095003,-41983.6010095003,-41983.6010095003
19699,-41822.4833926644,-41822.4833926644,-41822.4833926644
19700,-42793.7251637885,-42793.7251637885,-42793.7251637885
19701,-42765.7881182586,-42765.7881182586,-42765.7881182586
19702,-42032.642511078,-42032.642511078,-42032.642511078
19703,-41839.318490728,-41839.318490728,-41839.318490728
19704,-42498.223359265,-42498.223359265,-42498.223359265
19705,-41488.6662972476,-41488.6662972476,-41488.6662972476
19706,-41169.0097611092,-41169.0097611092,-41169.0097611092
19707,-41273.0770749802,-41273.0770749802,-41273.0770749802
19708,-42016.2957062789,-42016.2957062789,-42016.2957062789
19709,-42904.7044295743,-42904.7044295743,-42904.7044295743
19710,-42426.8598729982,-42426.8598729982,-42426.8598729982
19711,-42693.7713192947,-42693.7713192947,-42693.7713192947
19712,-42402.8000523582,-42402.8000523582,-42402.8000523582
19713,-42060.1549069326,-42060.1549069326,-42060.1549069326
19714,-41808.9429511113,-41808.9429511113,-41808.9429511113
19715,-41933.6087567836,-41933.6087567836,-41933.6087567836
19716,-41703.0084600402,-41703.0084600402,-41703.0084600402
19717,-41568.6045824018,-41568.6045824018,-41568.6045824018
19718,-41725.3518491811,-41725.3518491811,-41725.3518491811
19719,-41606.7774181126,-41606.7774181126,-41606.7774181126
19720,-41815.2959009224,-41815.2959009224,-41815.2959009224
19721,-41745.4028233624,-41745.4028233624,-41745.4028233624
19722,-41800.4504501021,-41800.4504501021,-41800.4504501021
19723,-41567.2682827405,-41567.2682827405,-41567.2682827405
19724,-41884.1923952922,-41884.1923952922,-41884.1923952922
19725,-43178.8800684908,-43178.8800684908,-43178.8800684908
19726,-41483.1489110182,-41483.1489110182,-41483.1489110182
19727,-41919.8290833459,-41919.8290833459,-41919.8290833459
19728,-41911.4224402782,-41911.4224402782,-41911.4224402782
19729,-42108.9174172523,-42108.9174172523,-42108.9174172523
19730,-42457.7115247167,-42457.7115247167,-42457.7115247167
19731,-42613.6325479013,-42613.6325479013,-42613.6325479013
19732,-44541.0555838129,-44541.0555838129,-44541.0555838129
19733,-41736.4210398197,-41736.4210398197,-41736.4210398197
19734,-41996.0925008062,-41996.0925008062,-41996.0925008062
19735,-41791.905637861,-41791.905637861,-41791.905637861
19736,-41675.7080335871,-41675.7080335871,-41675.7080335871
19737,-41989.8920927795,-41989.8920927795,-41989.8920927795
19738,-41828.4164042745,-41828.4164042745,-41828.4164042745
19739,-41849.4280804251,-41849.4280804251,-41849.4280804251
19740,-41618.7862465702,-41618.7862465702,-41618.7862465702
19741,-41375.2835379671,-41375.2835379671,-41375.2835379671
19742,-41546.4308033243,-41546.4308033243,-41546.4308033243
19743,-42267.0509454191,-42267.0509454191,-42267.0509454191
19744,-42481.2871420767,-42481.2871420767,-42481.2871420767
19745,-42350.3953295058,-42350.3953295058,-42350.3953295058
19746,-42063.5057512901,-42063.5057512901,-42063.5057512901
19747,-41846.1014089839,-41846.1014089839,-41846.1014089839
19748,-42262.9393139797,-42262.9393139797,-42262.9393139797
19749,-41685.1773909959,-41685.1773909959,-41685.1773909959
19750,-42136.1641590846,-42136.1641590846,-42136.1641590846
19751,-42260.5060655117,-42260.5060655117,-42260.5060655117
19752,-41624.2917483867,-41624.2917483867,-41624.2917483867
19753,-41176.9802248976,-41176.9802248976,-41176.9802248976
19754,-41761.0174502706,-41761.0174502706,-41761.0174502706
19755,-41658.5599105613,-41658.5599105613,-41658.5599105613
19756,-41915.4692510803,-41915.4692510803,-41915.4692510803
19757,-42652.0917547367,-42652.0917547367,-42652.0917547367
19758,-44375.1846345132,-44375.1846345132,-44375.1846345132
19759,-41835.150558468,-41835.150558468,-41835.150558468
19760,-41845.6138213559,-41845.6138213559,-41845.6138213559
19761,-41674.3411915264,-41674.3411915264,-41674.3411915264
19762,-42200.9937857776,-42200.9937857776,-42200.9937857776
19763,-41924.4408412765,-41924.4408412765,-41924.4408412765
19764,-41505.3523823668,-41505.3523823668,-41505.3523823668
19765,-41975.281680563,-41975.281680563,-41975.281680563
19766,-41772.6586863451,-41772.6586863451,-41772.6586863451
19767,-41573.0408563448,-41573.0408563448,-41573.0408563448
19768,-42997.311113783,-42997.311113783,-42997.311113783
19769,-41978.3790814897,-41978.3790814897,-41978.3790814897
19770,-42005.084423842,-42005.084423842,-42005.084423842
19771,-42363.0068505703,-42363.0068505703,-42363.0068505703
19772,-41677.6365161364,-41677.6365161364,-41677.6365161364
19773,-41916.3183639119,-41916.3183639119,-41916.3183639119
19774,-41630.7568886886,-41630.7568886886,-41630.7568886886
19775,-42340.2165043111,-42340.2165043111,-42340.2165043111
19776,-41545.0410680761,-41545.0410680761,-41545.0410680761
19777,-41700.4293985499,-41700.4293985499,-41700.4293985499
19778,-42315.3102679764,-42315.3102679764,-42315.3102679764
19779,-41435.6747068463,-41435.6747068463,-41435.6747068463
19780,-41776.981690687,-41776.981690687,-41776.981690687
19781,-42180.8569105477,-42180.8569105477,-42180.8569105477
19782,-41611.6957919089,-41611.6957919089,-41611.6957919089
19783,-41958.7218715721,-41958.7218715721,-41958.7218715721
19784,-42079.8532296924,-42079.8532296924,-42079.8532296924
19785,-42285.6842457663,-42285.6842457663,-42285.6842457663
19786,-41698.2631119654,-41698.2631119654,-41698.2631119654
19787,-41858.3803829718,-41858.3803829718,-41858.3803829718
19788,-42291.8711131968,-42291.8711131968,-42291.8711131968
19789,-42811.7062476153,-42811.7062476153,-42811.7062476153
19790,-41985.6376585293,-41985.6376585293,-41985.6376585293
19791,-42021.4412503868,-42021.4412503868,-42021.4412503868
19792,-41312.6440952542,-41312.6440952542,-41312.6440952542
19793,-42272.7996757385,-42272.7996757385,-42272.7996757385
19794,-42290.3985112698,-42290.3985112698,-42290.3985112698
19795,-42607.5998785701,-42607.5998785701,-42607.5998785701
19796,-41333.6252108743,-41333.6252108743,-41333.6252108743
19797,-41321.285517796,-41321.285517796,-41321.285517796
19798,-41324.3607349934,-41324.3607349934,-41324.3607349934
19799,-41287.1231329388,-41287.1231329388,-41287.1231329388
19800,-41404.9486959345,-41404.9486959345,-41404.9486959345
19801,-41712.598254071,-41712.598254071,-41712.598254071
19802,-41578.443455106,-41578.443455106,-41578.443455106
19803,-42051.5189712203,-42051.5189712203,-42051.5189712203
19804,-42964.6902144503,-42964.6902144503,-42964.6902144503
19805,-42351.3021845462,-42351.3021845462,-42351.3021845462
19806,-42318.7936652506,-42318.7936652506,-42318.7936652506
19807,-41603.508166369,-41603.508166369,-41603.508166369
19808,-41939.9296960942,-41939.9296960942,-41939.9296960942
19809,-42906.410726748,-42906.410726748,-42906.410726748
19810,-41430.7400145308,-41430.7400145308,-41430.7400145308
19811,-42121.5954174431,-42121.5954174431,-42121.5954174431
19812,-42014.1396880905,-42014.1396880905,-42014.1396880905
19813,-41972.5584753696,-41972.5584753696,-41972.5584753696
19814,-41877.1628799921,-41877.1628799921,-41877.1628799921
19815,-41824.6547891747,-41824.6547891747,-41824.6547891747
19816,-41782.1239001046,-41782.1239001046,-41782.1239001046
19817,-42131.2181755399,-42131.2181755399,-42131.2181755399
19818,-41867.1463377469,-41867.1463377469,-41867.1463377469
19819,-42229.532922042,-42229.532922042,-42229.532922042
19820,-41799.8601048615,-41799.8601048615,-41799.8601048615
19821,-41725.8393965205,-41725.8393965205,-41725.8393965205
19822,-42550.495143926,-42550.495143926,-42550.495143926
19823,-42353.5245038765,-42353.5245038765,-42353.5245038765
19824,-41620.5435684406,-41620.5435684406,-41620.5435684406
19825,-42339.8074643043,-42339.8074643043,-42339.8074643043
19826,-41865.9603905834,-41865.9603905834,-41865.9603905834
19827,-42200.8461883463,-42200.8461883463,-42200.8461883463
19828,-41242.3241479243,-41242.3241479243,-41242.3241479243
19829,-41658.6488224811,-41658.6488224811,-41658.6488224811
19830,-41739.455080733,-41739.455080733,-41739.455080733
19831,-42658.6945703555,-42658.6945703555,-42658.6945703555
19832,-42284.5004429148,-42284.5004429148,-42284.5004429148
19833,-41870.1200536904,-41870.1200536904,-41870.1200536904
19834,-42657.8485916735,-42657.8485916735,-42657.8485916735
19835,-41703.7905320698,-41703.7905320698,-41703.7905320698
19836,-42963.6949220494,-42963.6949220494,-42963.6949220494
19837,-42504.8459482621,-42504.8459482621,-42504.8459482621
19838,-42765.3147365248,-42765.3147365248,-42765.3147365248
19839,-42445.1038536573,-42445.1038536573,-42445.1038536573
19840,-43030.4937761124,-43030.4937761124,-43030.4937761124
19841,-43283.2155648875,-43283.2155648875,-43283.2155648875
19842,-41829.2015114544,-41829.2015114544,-41829.2015114544
19843,-41347.4090957535,-41347.4090957535,-41347.4090957535
19844,-41337.2008112179,-41337.2008112179,-41337.2008112179
19845,-41715.5432360088,-41715.5432360088,-41715.5432360088
19846,-41471.7326033597,-41471.7326033597,-41471.7326033597
19847,-41555.1131816288,-41555.1131816288,-41555.1131816288
19848,-41974.0655225814,-41974.0655225814,-41974.0655225814
19849,-44533.338240184,-44533.338240184,-44533.338240184
19850,-41751.4084238064,-41751.4084238064,-41751.4084238064
19851,-42198.2263873857,-42198.2263873857,-42198.2263873857
19852,-42699.6485841341,-42699.6485841341,-42699.6485841341
19853,-41956.7296379417,-41956.7296379417,-41956.7296379417
19854,-41614.8546276204,-41614.8546276204,-41614.8546276204
19855,-42179.0793191288,-42179.0793191288,-42179.0793191288
19856,-41931.755442709,-41931.755442709,-41931.755442709
19857,-42550.7548537196,-42550.7548537196,-42550.7548537196
19858,-41974.7809314244,-41974.7809314244,-41974.7809314244
19859,-41275.4417155445,-41275.4417155445,-41275.4417155445
19860,-41539.7573456636,-41539.7573456636,-41539.7573456636
19861,-42017.738833168,-42017.738833168,-42017.738833168
19862,-42549.7176089357,-42549.7176089357,-42549.7176089357
19863,-42219.5801390101,-42219.5801390101,-42219.5801390101
19864,-41694.1049402195,-41694.1049402195,-41694.1049402195
19865,-42763.3813597062,-42763.3813597062,-42763.3813597062
19866,-41813.4184380142,-41813.4184380142,-41813.4184380142
19867,-41377.2389790726,-41377.2389790726,-41377.2389790726
19868,-42455.311981317,-42455.311981317,-42455.311981317
19869,-42380.955042879,-42380.955042879,-42380.955042879
19870,-42464.2267107777,-42464.2267107777,-42464.2267107777
19871,-42431.1318122999,-42431.1318122999,-42431.1318122999
19872,-46468.8348914835,-46468.8348914835,-46468.8348914835
19873,-41864.2760328341,-41864.2760328341,-41864.2760328341
19874,-41306.5116599256,-41306.5116599256,-41306.5116599256
19875,-42023.7308687771,-42023.7308687771,-42023.7308687771
19876,-42116.2665083759,-42116.2665083759,-42116.2665083759
19877,-41968.6238450398,-41968.6238450398,-41968.6238450398
19878,-42687.7421277892,-42687.7421277892,-42687.7421277892
19879,-41819.7947334682,-41819.7947334682,-41819.7947334682
19880,-42194.7405641427,-42194.7405641427,-42194.7405641427
19881,-42074.421628506,-42074.421628506,-42074.421628506
19882,-41468.5221435792,-41468.5221435792,-41468.5221435792
19883,-41819.0133898093,-41819.0133898093,-41819.0133898093
19884,-42509.2714831116,-42509.2714831116,-42509.2714831116
19885,-41877.3943747783,-41877.3943747783,-41877.3943747783
19886,-42565.269592704,-42565.269592704,-42565.269592704
19887,-42420.4317404397,-42420.4317404397,-42420.4317404397
19888,-42136.6439687634,-42136.6439687634,-42136.6439687634
19889,-42142.4472582553,-42142.4472582553,-42142.4472582553
19890,-41963.2535684848,-41963.2535684848,-41963.2535684848
19891,-41881.7024810287,-41881.7024810287,-41881.7024810287
19892,-41299.5452477818,-41299.5452477818,-41299.5452477818
19893,-41546.9305813475,-41546.9305813475,-41546.9305813475
19894,-41750.1305510367,-41750.1305510367,-41750.1305510367
19895,-41007.6735837105,-41007.6735837105,-41007.6735837105
19896,-42231.3291173852,-42231.3291173852,-42231.3291173852
19897,-42163.1002530462,-42163.1002530462,-42163.1002530462
19898,-41874.4496487299,-41874.4496487299,-41874.4496487299
19899,-41734.7704466174,-41734.7704466174,-41734.7704466174
19900,-41826.1701941225,-41826.1701941225,-41826.1701941225
19901,-41623.7620096137,-41623.7620096137,-41623.7620096137
19902,-42350.503875249,-42350.503875249,-42350.503875249
19903,-45256.5993279525,-45256.5993279525,-45256.5993279525
19904,-42993.3172640074,-42993.3172640074,-42993.3172640074
19905,-42090.9912919595,-42090.9912919595,-42090.9912919595
19906,-43112.6141865874,-43112.6141865874,-43112.6141865874
19907,-41345.5461074031,-41345.5461074031,-41345.5461074031
19908,-41655.661190995,-41655.661190995,-41655.661190995
19909,-42185.232996884,-42185.232996884,-42185.232996884
19910,-42436.6322820611,-42436.6322820611,-42436.6322820611
19911,-42558.6299661567,-42558.6299661567,-42558.6299661567
19912,-42272.8465841799,-42272.8465841799,-42272.8465841799
19913,-42028.5823392386,-42028.5823392386,-42028.5823392386
19914,-43887.4719440124,-43887.4719440124,-43887.4719440124
19915,-41807.8779342891,-41807.8779342891,-41807.8779342891
19916,-42505.2702696178,-42505.2702696178,-42505.2702696178
19917,-44470.6928856929,-44470.6928856929,-44470.6928856929
19918,-42993.1025433445,-42993.1025433445,-42993.1025433445
19919,-42055.3372342278,-42055.3372342278,-42055.3372342278
19920,-42447.9534248378,-42447.9534248378,-42447.9534248378
19921,-41999.4893915457,-41999.4893915457,-41999.4893915457
19922,-41807.2349046097,-41807.2349046097,-41807.2349046097
19923,-42077.4092116387,-42077.4092116387,-42077.4092116387
19924,-41508.1764080259,-41508.1764080259,-41508.1764080259
19925,-41928.5135294178,-41928.5135294178,-41928.5135294178
19926,-42200.7479652383,-42200.7479652383,-42200.7479652383
19927,-42768.0173023399,-42768.0173023399,-42768.0173023399
19928,-41506.1848347447,-41506.1848347447,-41506.1848347447
19929,-41909.7276110503,-41909.7276110503,-41909.7276110503
19930,-42202.3928410981,-42202.3928410981,-42202.3928410981
19931,-41947.4680820442,-41947.4680820442,-41947.4680820442
19932,-42840.9735488661,-42840.9735488661,-42840.9735488661
19933,-41721.9330834768,-41721.9330834768,-41721.9330834768
19934,-42272.1152906167,-42272.1152906167,-42272.1152906167
19935,-42697.0473871694,-42697.0473871694,-42697.0473871694
19936,-41928.5420768656,-41928.5420768656,-41928.5420768656
19937,-41927.9071754265,-41927.9071754265,-41927.9071754265
19938,-41294.7387332062,-41294.7387332062,-41294.7387332062
19939,-41725.2498260255,-41725.2498260255,-41725.2498260255
19940,-41875.408319487,-41875.408319487,-41875.408319487
19941,-42232.668950741,-42232.668950741,-42232.668950741
19942,-41903.3441876644,-41903.3441876644,-41903.3441876644
19943,-41734.7618452997,-41734.7618452997,-41734.7618452997
19944,-41774.463514092,-41774.463514092,-41774.463514092
19945,-42053.0561516257,-42053.0561516257,-42053.0561516257
19946,-42008.6780209209,-42008.6780209209,-42008.6780209209
19947,-42573.9102140928,-42573.9102140928,-42573.9102140928
19948,-42101.7129902825,-42101.7129902825,-42101.7129902825
19949,-41347.2610173357,-41347.2610173357,-41347.2610173357
19950,-41733.386653823,-41733.386653823,-41733.386653823
19951,-42003.2821243399,-42003.2821243399,-42003.2821243399
19952,-41894.0935061064,-41894.0935061064,-41894.0935061064
19953,-41988.4866072985,-41988.4866072985,-41988.4866072985
19954,-41802.3108149179,-41802.3108149179,-41802.3108149179
19955,-42019.8686048558,-42019.8686048558,-42019.8686048558
19956,-42478.635538057,-42478.635538057,-42478.635538057
19957,-41825.8436678296,-41825.8436678296,-41825.8436678296
19958,-41931.7825547045,-41931.7825547045,-41931.7825547045
19959,-41694.3801515743,-41694.3801515743,-41694.3801515743
19960,-41672.2171833235,-41672.2171833235,-41672.2171833235
19961,-42096.4468879078,-42096.4468879078,-42096.4468879078
19962,-42339.148791429,-42339.148791429,-42339.148791429
19963,-42025.9093616659,-42025.9093616659,-42025.9093616659
19964,-42957.9280541097,-42957.9280541097,-42957.9280541097
19965,-41557.8251242004,-41557.8251242004,-41557.8251242004
19966,-43522.9823383443,-43522.9823383443,-43522.9823383443
19967,-42158.4801030165,-42158.4801030165,-42158.4801030165
19968,-42328.9904957965,-42328.9904957965,-42328.9904957965
19969,-42640.0362331155,-42640.0362331155,-42640.0362331155
19970,-41644.836433221,-41644.836433221,-41644.836433221
19971,-42000.645218124,-42000.645218124,-42000.645218124
19972,-42089.2225135982,-42089.2225135982,-42089.2225135982
19973,-42198.8882959146,-42198.8882959146,-42198.8882959146
19974,-42078.9334226829,-42078.9334226829,-42078.9334226829
19975,-42517.4110863624,-42517.4110863624,-42517.4110863624
19976,-42146.3361150794,-42146.3361150794,-42146.3361150794
19977,-42087.6392434605,-42087.6392434605,-42087.6392434605
19978,-42777.1475294518,-42777.1475294518,-42777.1475294518
19979,-41439.7945416168,-41439.7945416168,-41439.7945416168
19980,-41598.4541686505,-41598.4541686505,-41598.4541686505
19981,-41224.1905179501,-41224.1905179501,-41224.1905179501
19982,-42018.2962603422,-42018.2962603422,-42018.2962603422
19983,-42103.5616354408,-42103.5616354408,-42103.5616354408
19984,-41467.2353496928,-41467.2353496928,-41467.2353496928
19985,-41604.4069185897,-41604.4069185897,-41604.4069185897
19986,-41400.3636085663,-41400.3636085663,-41400.3636085663
19987,-42161.468643276,-42161.468643276,-42161.468643276
19988,-41910.403468519,-41910.403468519,-41910.403468519
19989,-41681.5817210406,-41681.5817210406,-41681.5817210406
19990,-41944.4014673043,-41944.4014673043,-41944.4014673043
19991,-42140.0506570574,-42140.0506570574,-42140.0506570574
19992,-42138.1320411413,-42138.1320411413,-42138.1320411413
19993,-41950.4220371129,-41950.4220371129,-41950.4220371129
19994,-42333.2528906477,-42333.2528906477,-42333.2528906477
19995,-42044.4430255671,-42044.4430255671,-42044.4430255671
19996,-42966.3618975769,-42966.3618975769,-42966.3618975769
19997,-42890.0882036054,-42890.0882036054,-42890.0882036054
19998,-41542.4493532398,-41542.4493532398,-41542.4493532398
19999,-41842.1278479851,-41842.1278479851,-41842.1278479851
20000,-42274.9067751351,-42274.9067751351,-42274.9067751351
20001,-41781.5492103882,-41781.5492103882,-41781.5492103882
20002,-41648.6760787287,-41648.6760787287,-41648.6760787287
20003,-42280.808374385,-42280.808374385,-42280.808374385
20004,-41686.0909411524,-41686.0909411524,-41686.0909411524
20005,-41796.974655447,-41796.974655447,-41796.974655447
20006,-42002.2254654159,-42002.2254654159,-42002.2254654159
20007,-41990.0518674042,-41990.0518674042,-41990.0518674042
20008,-41903.2525183777,-41903.2525183777,-41903.2525183777
20009,-42057.6966063907,-42057.6966063907,-42057.6966063907
20010,-41606.9940511599,-41606.9940511599,-41606.9940511599
20011,-41446.352832206,-41446.352832206,-41446.352832206
20012,-42682.6603201507,-42682.6603201507,-42682.6603201507
20013,-41463.2627863505,-41463.2627863505,-41463.2627863505
20014,-41644.4027980151,-41644.4027980151,-41644.4027980151
20015,-41711.4365862314,-41711.4365862314,-41711.4365862314
20016,-41960.1539566101,-41960.1539566101,-41960.1539566101
20017,-42293.4533736359,-42293.4533736359,-42293.4533736359
20018,-42130.5680100163,-42130.5680100163,-42130.5680100163
20019,-42140.3731928245,-42140.3731928245,-42140.3731928245
20020,-41624.5324062001,-41624.5324062001,-41624.5324062001
20021,-41738.2511920207,-41738.2511920207,-41738.2511920207
20022,-43387.1291048274,-43387.1291048274,-43387.1291048274
20023,-44134.5993500258,-44134.5993500258,-44134.5993500258
20024,-41323.2213348513,-41323.2213348513,-41323.2213348513
20025,-41510.2228186996,-41510.2228186996,-41510.2228186996
20026,-41700.2067023643,-41700.2067023643,-41700.2067023643
20027,-42052.7941707681,-42052.7941707681,-42052.7941707681
20028,-41835.4644173957,-41835.4644173957,-41835.4644173957
20029,-41661.4270350323,-41661.4270350323,-41661.4270350323
20030,-42143.0428106976,-42143.0428106976,-42143.0428106976
20031,-42080.9535528942,-42080.9535528942,-42080.9535528942
20032,-41928.5894499163,-41928.5894499163,-41928.5894499163
20033,-42753.8873678166,-42753.8873678166,-42753.8873678166
20034,-42378.0971281612,-42378.0971281612,-42378.0971281612
20035,-42350.8847455062,-42350.8847455062,-42350.8847455062
20036,-41802.7369168957,-41802.7369168957,-41802.7369168957
20037,-41825.8849142533,-41825.8849142533,-41825.8849142533
20038,-41880.3446463333,-41880.3446463333,-41880.3446463333
20039,-41343.9461414699,-41343.9461414699,-41343.9461414699
20040,-41574.876214831,-41574.876214831,-41574.876214831
20041,-41501.3991819388,-41501.3991819388,-41501.3991819388
20042,-41611.8671102335,-41611.8671102335,-41611.8671102335
20043,-41979.3328648209,-41979.3328648209,-41979.3328648209
20044,-41990.3937279942,-41990.3937279942,-41990.3937279942
20045,-42190.1851058303,-42190.1851058303,-42190.1851058303
20046,-42157.3833506592,-42157.3833506592,-42157.3833506592
20047,-41475.5276347443,-41475.5276347443,-41475.5276347443
20048,-42563.6086952959,-42563.6086952959,-42563.6086952959
20049,-43587.9046108555,-43587.9046108555,-43587.9046108555
20050,-44022.5008142951,-44022.5008142951,-44022.5008142951
20051,-42174.1144726018,-42174.1144726018,-42174.1144726018
20052,-41435.1466344332,-41435.1466344332,-41435.1466344332
20053,-41830.0033015652,-41830.0033015652,-41830.0033015652
20054,-41925.2773877243,-41925.2773877243,-41925.2773877243
20055,-41446.1422123002,-41446.1422123002,-41446.1422123002
20056,-42169.8454688395,-42169.8454688395,-42169.8454688395
20057,-41967.1216973398,-41967.1216973398,-41967.1216973398
20058,-42116.2726827274,-42116.2726827274,-42116.2726827274
20059,-41773.998396779,-41773.998396779,-41773.998396779
20060,-42014.6740150023,-42014.6740150023,-42014.6740150023
20061,-42829.8536805823,-42829.8536805823,-42829.8536805823
20062,-43080.8645820949,-43080.8645820949,-43080.8645820949
