# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,EPI Begin,EPI End,V
40567,-27959.3695948611,-27959.3695948611,-27959.3695948611
40568,-27550.1749334299,-27550.1749334299,-27550.1749334299
40569,-28359.3059878128,-28359.3059878128,-28359.3059878128
40570,-27946.9127842823,-27946.9127842823,-27946.9127842823
40571,-27893.7789352592,-27893.7789352592,-27893.7789352592
40572,-28389.3821611799,-28389.3821611799,-28389.3821611799
40573,-28336.501609679,-28336.501609679,-28336.501609679
40574,-25760.6679121556,-25760.6679121556,-25760.6679121556
40575,-26411.2941768177,-26411.2941768177,-26411.2941768177
40576,-28463.8592640983,-28463.8592640983,-28463.8592640983
40577,-27810.9585372357,-27810.9585372357,-27810.9585372357
40578,-28673.6016109832,-28673.6016109832,-28673.6016109832
40579,-27873.2776511531,-27873.2776511531,-27873.2776511531
40580,-27789.5851316129,-27789.5851316129,-27789.5851316129
40581,-28288.1702777166,-28288.1702777166,-28288.1702777166
40582,-27763.2757960072,-27763.2757960072,-27763.2757960072
40583,-26432.0174699314,-26432.0174699314,-26432.0174699314
40584,-28362.6188729894,-28362.6188729894,-28362.6188729894
40585,-28235.4016602865,-28235.4016602865,-28235.4016602865
40586,-27520.1747984809,-27520.1747984809,-27520.1747984809
40587,-28109.525505963,-28109.525505963,-28109.525505963
40588,-28023.9646589278,-28023.9646589278,-28023.9646589278
40589,-28011.1884692341,-28011.1884692341,-28011.1884692341
40590,-27950.5460957162,-27950.5460957162,-27950.5460957162
40591,-27954.3108345605,-27954.3108345605,-27954.3108345605
40592,-27887.5610401581,-27887.5610401581,-27887.5610401581
40593,-28340.5532236033,-28340.5532236033,-28340.5532236033
40594,-26954.4288407497,-26954.4288407497,-26954.4288407497
40595,-27748.8587748792,-27748.8587748792,-27748.8587748792
40596,-28371.9671004835,-28371.9671004835,-28371.9671004835
40597,-27992.0009844678,-27992.0009844678,-27992.0009844678
40598,-28004.9070829982,-28004.9070829982,-28004.9070829982
40599,-27421.8539260679,-27421.8539260679,-27421.8539260679
40600,-28075.1051225254,-28075.1051225254,-28075.1051225254
40601,-27709.152901672,-27709.152901672,-27709.152901672
40602,-28052.2891043521,-28052.2891043521,-28052.2891043521
40603,-27950.966624616,-27950.966624616,-27950.966624616
40604,-27696.0287341958,-27696.0287341958,-27696.0287341958
40605,-28326.0974734757,-28326.0974734757,-28326.0974734757
40606,-28291.8217576093,-28291.8217576093,-28291.8217576093
40607,-28113.3482319776,-28113.3482319776,-28113.3482319776
40608,-28070.0474548601,-28070.0474548601,-28070.0474548601
40609,-27914.9720014787,-27914.9720014787,-27914.9720014787
40610,-28009.3126589717,-28009.3126589717,-28009.3126589717
40611,-28109.5188868307,-28109.5188868307,-28109.5188868307
40612,-28184.3665540297,-28184.3665540297,-28184.3665540297
40613,-27514.3713317521,-27514.3713317521,-27514.3713317521
40614,-28454.245776393,-28454.245776393,-28454.245776393
40615,-27852.1982474428,-27852.1982474428,-27852.1982474428
40616,-27813.0649470161,-27813.0649470161,-27813.0649470161
40617,-27169.9096267029,-27169.9096267029,-27169.9096267029
40618,-27834.5487787464,-27834.5487787464,-27834.5487787464
40619,-28050.7174379179,-28050.7174379179,-28050.7174379179
40620,-28527.9757854974,-28527.9757854974,-28527.9757854974
40621,-27987.0414278686,-27987.0414278686,-27987.0414278686
40622,-28242.8669079282,-28242.8669079282,-28242.8669079282
40623,-28011.7557738003,-28011.7557738003,-28011.7557738003
40624,-28049.9159967314,-28049.9159967314,-28049.9159967314
40625,-26596.1658700009,-26596.1658700009,-26596.1658700009
40626,-27036.6236657511,-27036.6236657511,-27036.6236657511
40627,-27526.0389320325,-27526.0389320325,-27526.0389320325
40628,-28688.7194311134,-28688.7194311134,-28688.7194311134
40629,-28278.9333077805,-28278.9333077805,-28278.9333077805
40630,-28599.5031757772,-28599.5031757772,-28599.5031757772
40631,-28255.5264576112,-28255.5264576112,-28255.5264576112
40632,-27961.7046157123,-27961.7046157123,-27961.7046157123
40633,-27722.4376721895,-27722.4376721895,-27722.4376721895
40634,-27883.1561641417,-27883.1561641417,-27883.1561641417
40635,-28614.0042682893,-28614.0042682893,-28614.0042682893
40636,-28105.3126865324,-28105.3126865324,-28105.3126865324
40637,-27974.6810857924,-27974.6810857924,-27974.6810857924
40638,-28167.6379096029,-28167.6379096029,-28167.6379096029
40639,-28115.1858341891,-28115.1858341891,-28115.1858341891
40640,-27968.8129473135,-27968.8129473135,-27968.8129473135
40641,-28069.0939665853,-28069.0939665853,-28069.0939665853
40642,-28710.8741106848,-28710.8741106848,-28710.8741106848
40643,-28232.5298871419,-28232.5298871419,-28232.5298871419
40644,-28013.5939642338,-28013.5939642338,-28013.5939642338
40645,-27302.9127779325,-27302.9127779325,-27302.9127779325
40646,-28494.2616174908,-28494.2616174908,-28494.2616174908
40647,-28474.7869458826,-28474.7869458826,-28474.7869458826
40648,-27440.1798223915,-27440.1798223915,-27440.1798223915
40649,-27442.3579377581,-27442.3579377581,-27442.3579377581
40650,-28122.7932207706,-28122.7932207706,-28122.7932207706
40651,-27378.4362497514,-27378.4362497514,-27378.4362497514
40652,-27549.8751557524,-27549.8751557524,-27549.8751557524
40653,-28157.9497459283,-28157.9497459283,-28157.9497459283
40654,-28309.4942315934,-28309.4942315934,-28309.4942315934
40655,-27465.0054238257,-27465.0054238257,-27465.0054238257
40656,-27369.0746840482,-27369.0746840482,-27369.0746840482
40657,-28307.7535022071,-28307.7535022071,-28307.7535022071
40658,-28015.452377498,-28015.452377498,-28015.452377498
40659,-28195.9430972187,-28195.9430972187,-28195.9430972187
40660,-28369.2759450806,-28369.2759450806,-28369.2759450806
40661,-28428.8327307573,-28428.8327307573,-28428.8327307573
40662,-27920.0146468867,-27920.0146468867,-27920.0146468867
40663,-27865.2590473559,-27865.2590473559,-27865.2590473559
40664,-28294.6199571915,-28294.6199571915,-28294.6199571915
40665,-28333.584703005,-28333.584703005,-28333.584703005
40666,-28895.98091973,-28895.98091973,-28895.98091973
40667,-27644.6575301207,-27644.6575301207,-27644.6575301207
40668,-27956.197485275,-27956.197485275,-27956.197485275
40669,-27955.8270016043,-27955.8270016043,-27955.8270016043
40670,-27616.2169753436,-27616.2169753436,-27616.2169753436
40671,-27469.6017373001,-27469.6017373001,-27469.6017373001
40672,-27920.634610412,-27920.634610412,-27920.634610412
40673,-27647.5846350179,-27647.5846350179,-27647.5846350179
40674,-27687.6220174048,-27687.6220174048,-27687.6220174048
40675,-27831.6256529414,-27831.6256529414,-27831.6256529414
40676,-28234.6780961254,-28234.6780961254,-28234.6780961254
40677,-28386.4903372388,-28386.4903372388,-28386.4903372388
40678,-27828.6080790287,-27828.6080790287,-27828.6080790287
40679,-28501.431469676,-28501.431469676,-28501.431469676
40680,-28125.4402801026,-28125.4402801026,-28125.4402801026
40681,-27752.6413908182,-27752.6413908182,-27752.6413908182
40682,-27770.0234812405,-27770.0234812405,-27770.0234812405
40683,-28702.46690246,-28702.46690246,-28702.46690246
40684,-28499.7746128679,-28499.7746128679,-28499.7746128679
40685,-27712.4337802193,-27712.4337802193,-27712.4337802193
40686,-28682.0389170109,-28682.0389170109,-28682.0389170109
40687,-27797.3417897918,-27797.3417897918,-27797.3417897918
40688,-27430.2832831755,-27430.2832831755,-27430.2832831755
40689,-28241.2956090574,-28241.2956090574,-28241.2956090574
40690,-28540.7875956936,-28540.7875956936,-28540.7875956936
40691,-28084.5460209756,-28084.5460209756,-28084.5460209756
40692,-27464.8489866926,-27464.8489866926,-27464.8489866926
40693,-27376.6939297487,-27376.6939297487,-27376.6939297487
40694,-28290.4568512299,-28290.4568512299,-28290.4568512299
40695,-28454.5773396776,-28454.5773396776,-28454.5773396776
40696,-28016.4709592623,-28016.4709592623,-28016.4709592623
40697,-28211.3473487167,-28211.3473487167,-28211.3473487167
40698,-28838.3910618874,-28838.3910618874,-28838.3910618874
40699,-28123.4037884648,-28123.4037884648,-28123.4037884648
40700,-28600.9750305736,-28600.9750305736,-28600.9750305736
40701,-28097.304594676,-28097.304594676,-28097.304594676
40702,-28295.4449108956,-28295.4449108956,-28295.4449108956
40703,-27660.470032626,-27660.470032626,-27660.470032626
40704,-28035.7944484921,-28035.7944484921,-28035.7944484921
40705,-27862.1615176776,-27862.1615176776,-27862.1615176776
40706,-28375.1597595368,-28375.1597595368,-28375.1597595368
40707,-27907.2009208993,-27907.2009208993,-27907.2009208993
40708,-27794.2281584179,-27794.2281584179,-27794.2281584179
40709,-27557.9972411689,-27557.9972411689,-27557.9972411689
40710,-27820.3570626904,-27820.3570626904,-27820.3570626904
40711,-26691.6087187966,-26691.6087187966,-26691.6087187966
40712,-27395.0775388713,-27395.0775388713,-27395.0775388713
40713,-28104.4068864101,-28104.4068864101,-28104.4068864101
40714,-28043.534620408,-28043.534620408,-28043.534620408
40715,-28502.2936899324,-28502.2936899324,-28502.2936899324
40716,-27676.7855470035,-27676.7855470035,-27676.7855470035
40717,-28034.0179022495,-28034.0179022495,-28034.0179022495
40718,-27855.1359920336,-27855.1359920336,-27855.1359920336
40719,-28287.6304573917,-28287.6304573917,-28287.6304573917
40720,-27561.3973169864,-27561.3973169864,-27561.3973169864
40721,-27644.4625124385,-27644.4625124385,-27644.4625124385
40722,-28115.6870748139,-28115.6870748139,-28115.6870748139
40723,-28076.9168012744,-28076.9168012744,-28076.9168012744
40724,-28205.6918160648,-28205.6918160648,-28205.6918160648
40725,-28281.17190301,-28281.17190301,-28281.17190301
40726,-28268.409168654,-28268.409168654,-28268.409168654
40727,-27384.7468759563,-27384.7468759563,-27384.7468759563
40728,-28756.6908567487,-28756.6908567487,-28756.6908567487
40729,-28739.2197600657,-28739.2197600657,-28739.2197600657
40730,-27631.1394615084,-27631.1394615084,-27631.1394615084
40731,-27909.7330378214,-27909.7330378214,-27909.7330378214
40732,-28287.7390558663,-28287.7390558663,-28287.7390558663
40733,-27589.1045672441,-27589.1045672441,-27589.1045672441
40734,-28156.5018247823,-28156.5018247823,-28156.5018247823
40735,-28046.969714185,-28046.969714185,-28046.969714185
40736,-28012.692581946,-28012.692581946,-28012.692581946
40737,-28214.4491754929,-28214.4491754929,-28214.4491754929
40738,-28241.3864895818,-28241.3864895818,-28241.3864895818
40739,-27921.4160263703,-27921.4160263703,-27921.4160263703
40740,-28687.0179005679,-28687.0179005679,-28687.0179005679
40741,-27884.0887745914,-27884.0887745914,-27884.0887745914
40742,-27875.1480841024,-27875.1480841024,-27875.1480841024
40743,-27829.2139152466,-27829.2139152466,-27829.2139152466
40744,-28073.3651544341,-28073.3651544341,-28073.3651544341
40745,-27835.1223255467,-27835.1223255467,-27835.1223255467
40746,-28036.1366326367,-28036.1366326367,-28036.1366326367
40747,-28126.9985818794,-28126.9985818794,-28126.9985818794
40748,-28081.8714069922,-28081.8714069922,-28081.8714069922
40749,-27881.4392335635,-27881.4392335635,-27881.4392335635
40750,-27473.9119775764,-27473.9119775764,-27473.9119775764
40751,-27401.6911262951,-27401.6911262951,-27401.6911262951
40752,-28252.0368195676,-28252.0368195676,-28252.0368195676
40753,-25680.1897065462,-25680.1897065462,-25680.1897065462
40754,-28725.3634507778,-28725.3634507778,-28725.3634507778
40755,-27064.253403118,-27064.253403118,-27064.253403118
40756,-27859.8155737041,-27859.8155737041,-27859.8155737041
40757,-27690.7572945041,-27690.7572945041,-27690.7572945041
40758,-27945.9048500233,-27945.9048500233,-27945.9048500233
40759,-27628.769133963,-27628.769133963,-27628.769133963
40760,-27778.4740915957,-27778.4740915957,-27778.4740915957
40761,-27646.7130423315,-27646.7130423315,-27646.7130423315
40762,-27885.618897521,-27885.618897521,-27885.618897521
40763,-27525.2278522025,-27525.2278522025,-27525.2278522025
40764,-28599.701304518,-28599.701304518,-28599.701304518
40765,-28451.3902452956,-28451.3902452956,-28451.3902452956
40766,-27667.4086029766,-27667.4086029766,-27667.4086029766
40767,-27754.3813439557,-27754.3813439557,-27754.3813439557
40768,-28012.7173743037,-28012.7173743037,-28012.7173743037
40769,-28309.3203728325,-28309.3203728325,-28309.3203728325
40770,-27379.0562253295,-27379.0562253295,-27379.0562253295
40771,-27416.9532108921,-27416.9532108921,-27416.9532108921
40772,-28031.8459941882,-28031.8459941882,-28031.8459941882
40773,-27955.9935030473,-27955.9935030473,-27955.9935030473
40774,-27938.835803208,-27938.835803208,-27938.835803208
40775,-26496.3446638406,-26496.3446638406,-26496.3446638406
40776,-28275.5274557874,-28275.5274557874,-28275.5274557874
40777,-28141.694878499,-28141.694878499,-28141.694878499
40778,-27758.7198340336,-27758.7198340336,-27758.7198340336
40779,-27852.2358172944,-27852.2358172944,-27852.2358172944
40780,-28143.1388866049,-28143.1388866049,-28143.1388866049
40781,-27842.8876555937,-27842.8876555937,-27842.8876555937
40782,-28057.3687372869,-28057.3687372869,-28057.3687372869
40783,-28017.8303068928,-28017.8303068928,-28017.8303068928
40784,-28264.7218271848,-28264.7218271848,-28264.7218271848
40785,-27256.351402814,-27256.351402814,-27256.351402814
40786,-28006.8897186924,-28006.8897186924,-28006.8897186924
40787,-28167.8939879699,-28167.8939879699,-28167.8939879699
40788,-28133.7888951482,-28133.7888951482,-28133.7888951482
40789,-27764.8304529882,-27764.8304529882,-27764.8304529882
40790,-27905.105826809,-27905.105826809,-27905.105826809
40791,-27844.3786304733,-27844.3786304733,-27844.3786304733
40792,-27645.4667731022,-27645.4667731022,-27645.4667731022
40793,-27680.9294095818,-27680.9294095818,-27680.9294095818
40794,-28377.7926295348,-28377.7926295348,-28377.7926295348
40795,-27964.6086987924,-27964.6086987924,-27964.6086987924
40796,-28467.5914430817,-28467.5914430817,-28467.5914430817
40797,-28261.131976537,-28261.131976537,-28261.131976537
40798,-27811.4446775832,-27811.4446775832,-27811.4446775832
40799,-27808.7259910825,-27808.7259910825,-27808.7259910825
40800,-27563.9958965325,-27563.9958965325,-27563.9958965325
40801,-27607.6377355885,-27607.6377355885,-27607.6377355885
40802,-27739.9869692677,-27739.9869692677,-27739.9869692677
40803,-28019.3467683371,-28019.3467683371,-28019.3467683371
40804,-28070.6989506245,-28070.6989506245,-28070.6989506245
40805,-27936.3593521083,-27936.3593521083,-27936.3593521083
40806,-27951.6757143437,-27951.6757143437,-27951.6757143437
40807,-28571.4642013124,-28571.4642013124,-28571.4642013124
40808,-28281.6857997972,-28281.6857997972,-28281.6857997972
40809,-27748.5933782562,-27748.5933782562,-27748.5933782562
40810,-28371.127580019,-28371.127580019,-28371.127580019
40811,-28556.9541974484,-28556.9541974484,-28556.9541974484
40812,-27965.3515488676,-27965.3515488676,-27965.3515488676
40813,-28175.7841505752,-28175.7841505752,-28175.7841505752
40814,-28027.9652676755,-28027.9652676755,-28027.9652676755
40815,-27080.1709118664,-27080.1709118664,-27080.1709118664
40816,-28677.0743430638,-28677.0743430638,-28677.0743430638
40817,-27631.4026666625,-27631.4026666625,-27631.4026666625
40818,-28584.343009713,-28584.343009713,-28584.343009713
40819,-28262.4173484646,-28262.4173484646,-28262.4173484646
40820,-28327.3168412928,-28327.3168412928,-28327.3168412928
40821,-27987.4785194521,-27987.4785194521,-27987.4785194521
40822,-28080.9422711096,-28080.9422711096,-28080.9422711096
40823,-28181.7578548595,-28181.7578548595,-28181.7578548595
40824,-26085.9696840488,-26085.9696840488,-26085.9696840488
40825,-27870.085916144,-27870.085916144,-27870.085916144
40826,-28135.8328748389,-28135.8328748389,-28135.8328748389
40827,-28128.7633266041,-28128.7633266041,-28128.7633266041
40828,-27849.7760784499,-27849.7760784499,-27849.7760784499
40829,-28282.6292904284,-28282.6292904284,-28282.6292904284
40830,-27797.1398480664,-27797.1398480664,-27797.1398480664
40831,-27359.2890915871,-27359.2890915871,-27359.2890915871
40832,-28053.2322990669,-28053.2322990669,-28053.2322990669
40833,-28389.7211692181,-28389.7211692181,-28389.7211692181
40834,-27914.2569902253,-27914.2569902253,-27914.2569902253
40835,-27813.4463710966,-27813.4463710966,-27813.4463710966
40836,-27347.1272558155,-27347.1272558155,-27347.1272558155
40837,-28104.0789698281,-28104.0789698281,-28104.0789698281
40838,-28149.2178914999,-28149.2178914999,-28149.2178914999
40839,-28318.5705041293,-28318.5705041293,-28318.5705041293
40840,-28244.1764705381,-28244.1764705381,-28244.1764705381
40841,-28154.1008479351,-28154.1008479351,-28154.1008479351
40842,-28301.1348853912,-28301.1348853912,-28301.1348853912
40843,-27977.1509117557,-27977.1509117557,-27977.1509117557
40844,-27497.2271892211,-27497.2271892211,-27497.2271892211
40845,-28340.2863160247,-28340.2863160247,-28340.2863160247
40846,-27686.8048453852,-27686.8048453852,-27686.8048453852
40847,-27887.8230467582,-27887.8230467582,-27887.8230467582
40848,-27309.2693761778,-27309.2693761778,-27309.2693761778
40849,-27883.8361204086,-27883.8361204086,-27883.8361204086
40850,-28284.8643099526,-28284.8643099526,-28284.8643099526
40851,-27867.3087643955,-27867.3087643955,-27867.3087643955
40852,-28006.3554616145,-28006.3554616145,-28006.3554616145
40853,-27790.4518582574,-27790.4518582574,-27790.4518582574
40854,-27700.9978963944,-27700.9978963944,-27700.9978963944
40855,-28645.1118271251,-28645.1118271251,-28645.1118271251
40856,-27599.4854687814,-27599.4854687814,-27599.4854687814
40857,-28015.530212653,-28015.530212653,-28015.530212653
40858,-27494.4984991548,-27494.4984991548,-27494.4984991548
40859,-28217.6871007051,-28217.6871007051,-28217.6871007051
40860,-28521.9991500524,-28521.9991500524,-28521.9991500524
40861,-27705.8667537383,-27705.8667537383,-27705.8667537383
40862,-28211.1045120093,-28211.1045120093,-28211.1045120093
40863,-27868.9524235238,-27868.9524235238,-27868.9524235238
40864,-27443.3139192099,-27443.3139192099,-27443.3139192099
40865,-27924.729909814,-27924.729909814,-27924.729909814
40866,-27936.8350207731,-27936.8350207731,-27936.8350207731
40867,-28070.0397442302,-28070.0397442302,-28070.0397442302
40868,-28112.5657914181,-28112.5657914181,-28112.5657914181
40869,-27746.2338678715,-27746.2338678715,-27746.2338678715
40870,-28639.2070973612,-28639.2070973612,-28639.2070973612
40871,-28018.5050882665,-28018.5050882665,-28018.5050882665
40872,-29055.4545765056,-29055.4545765056,-29055.4545765056
40873,-28239.2676832845,-28239.2676832845,-28239.2676832845
40874,-27352.642940746,-27352.642940746,-27352.642940746
40875,-28087.2671005524,-28087.2671005524,-28087.2671005524
40876,-28522.3818611467,-28522.3818611467,-28522.3818611467
40877,-28127.6931541679,-28127.6931541679,-28127.6931541679
40878,-28005.3318463613,-28005.3318463613,-28005.3318463613
40879,-27749.7033798032,-27749.7033798032,-27749.7033798032
40880,-27848.2362771911,-27848.2362771911,-27848.2362771911
40881,-27905.4707989837,-27905.4707989837,-27905.4707989837
40882,-27825.2096227481,-27825.2096227481,-27825.2096227481
40883,-28362.2435844547,-28362.2435844547,-28362.2435844547
40884,-28362.4430582226,-28362.4430582226,-28362.4430582226
40885,-28198.7356031236,-28198.7356031236,-28198.7356031236
40886,-28141.6558859425,-28141.6558859425,-28141.6558859425
40887,-28322.0903651423,-28322.0903651423,-28322.0903651423
40888,-28240.4035599491,-28240.4035599491,-28240.4035599491
40889,-28183.3011281992,-28183.3011281992,-28183.3011281992
40890,-29544.8953581191,-29544.8953581191,-29544.8953581191
40891,-27499.8365634891,-27499.8365634891,-27499.8365634891
40892,-28241.7628713178,-28241.7628713178,-28241.7628713178
40893,-27694.0035375303,-27694.0035375303,-27694.0035375303
40894,-28213.0251521428,-28213.0251521428,-28213.0251521428
40895,-27946.8159315966,-27946.8159315966,-27946.8159315966
40896,-28422.9995277439,-28422.9995277439,-28422.9995277439
40897,-27854.217460031,-27854.217460031,-27854.217460031
40898,-28100.4215615446,-28100.4215615446,-28100.4215615446
40899,-28376.1197436153,-28376.1197436153,-28376.1197436153
40900,-28519.9927558847,-28519.9927558847,-28519.9927558847
40901,-27793.6808685958,-27793.6808685958,-27793.6808685958
40902,-28043.9025067797,-28043.9025067797,-28043.9025067797
40903,-27692.009592991,-27692.009592991,-27692.009592991
40904,-27702.0796588065,-27702.0796588065,-27702.0796588065
40905,-28059.8127356698,-28059.8127356698,-28059.8127356698
40906,-27823.6103588988,-27823.6103588988,-27823.6103588988
40907,-27815.5105404685,-27815.5105404685,-27815.5105404685
40908,-29284.621635933,-29284.621635933,-29284.621635933
40909,-27957.4101546155,-27957.4101546155,-27957.4101546155
40910,-28200.8140372725,-28200.8140372725,-28200.8140372725
40911,-27829.8969480568,-27829.8969480568,-27829.8969480568
40912,-28033.283768651,-28033.283768651,-28033.283768651
40913,-27825.0319805341,-27825.0319805341,-27825.0319805341
40914,-28342.4842449112,-28342.4842449112,-28342.4842449112
40915,-27966.804542481,-27966.804542481,-27966.804542481
40916,-28274.783563003,-28274.783563003,-28274.783563003
40917,-28367.8744080954,-28367.8744080954,-28367.8744080954
40918,-27870.2543424514,-27870.2543424514,-27870.2543424514
40919,-28773.7542078613,-28773.7542078613,-28773.7542078613
40920,-28268.4583157386,-28268.4583157386,-28268.4583157386
40921,-29166.6746330402,-29166.6746330402,-29166.6746330402
40922,-27789.7385670281,-27789.7385670281,-27789.7385670281
40923,-27449.5220809302,-27449.5220809302,-27449.5220809302
40924,-27903.4468662995,-27903.4468662995,-27903.4468662995
40925,-27615.4028005395,-27615.4028005395,-27615.4028005395
40926,-27582.0122883708,-27582.0122883708,-27582.0122883708
40927,-28300.6160501027,-28300.6160501027,-28300.6160501027
40928,-26904.0603675941,-26904.0603675941,-26904.0603675941
40929,-27616.5897534481,-27616.5897534481,-27616.5897534481
40930,-28340.4301939875,-28340.4301939875,-28340.4301939875
40931,-28894.5827669892,-28894.5827669892,-28894.5827669892
40932,-27683.3945905428,-27683.3945905428,-27683.3945905428
40933,-27613.1143767484,-27613.1143767484,-27613.1143767484
40934,-27873.2225523726,-27873.2225523726,-27873.2225523726
40935,-27810.072625283,-27810.072625283,-27810.072625283
40936,-27852.1767024999,-27852.1767024999,-27852.1767024999
40937,-27823.9350552751,-27823.9350552751,-27823.9350552751
40938,-27688.5100780853,-27688.5100780853,-27688.5100780853
40939,-27877.3604739365,-27877.3604739365,-27877.3604739365
40940,-27439.9330538357,-27439.9330538357,-27439.9330538357
40941,-28193.3437378618,-28193.3437378618,-28193.3437378618
40942,-27536.4836978616,-27536.4836978616,-27536.4836978616
40943,-27671.0427836793,-27671.0427836793,-27671.0427836793
40944,-26739.657612524,-26739.657612524,-26739.657612524
40945,-27966.008843498,-27966.008843498,-27966.008843498
40946,-27376.5685630966,-27376.5685630966,-27376.5685630966
40947,-27804.0505184844,-27804.0505184844,-27804.0505184844
40948,-27501.8054830119,-27501.8054830119,-27501.8054830119
40949,-27509.2934937835,-27509.2934937835,-27509.2934937835
40950,-28033.8418751276,-28033.8418751276,-28033.8418751276
40951,-28356.0112791564,-28356.0112791564,-28356.0112791564
40952,-27885.2903711319,-27885.2903711319,-27885.2903711319
40953,-27721.1348346622,-27721.1348346622,-27721.1348346622
40954,-27621.0126624218,-27621.0126624218,-27621.0126624218
40955,-28072.1160183412,-28072.1160183412,-28072.1160183412
40956,-27621.5724640126,-27621.5724640126,-27621.5724640126
40957,-27641.1995078693,-27641.1995078693,-27641.1995078693
40958,-28269.3242784428,-28269.3242784428,-28269.3242784428
40959,-27784.8952882285,-27784.8952882285,-27784.8952882285
40960,-27846.3081624451,-27846.3081624451,-27846.3081624451
40961,-28211.2066536035,-28211.2066536035,-28211.2066536035
40962,-28485.3498318825,-28485.3498318825,-28485.3498318825
40963,-27993.4038208603,-27993.4038208603,-27993.4038208603
40964,-27070.0997749074,-27070.0997749074,-27070.0997749074
40965,-27826.2288513322,-27826.2288513322,-27826.2288513322
40966,-27973.7205723211,-27973.7205723211,-27973.7205723211
40967,-27665.1513960804,-27665.1513960804,-27665.1513960804
40968,-27612.5835028979,-27612.5835028979,-27612.5835028979
40969,-27700.1848213688,-27700.1848213688,-27700.1848213688
40970,-28084.5062637055,-28084.5062637055,-28084.5062637055
40971,-28384.6456446016,-28384.6456446016,-28384.6456446016
40972,-28124.5538741335,-28124.5538741335,-28124.5538741335
40973,-28057.929455616,-28057.929455616,-28057.929455616
40974,-29736.9586243706,-29736.9586243706,-29736.9586243706
40975,-28167.6890348524,-28167.6890348524,-28167.6890348524
40976,-28036.9272185586,-28036.9272185586,-28036.9272185586
40977,-28288.8536642695,-28288.8536642695,-28288.8536642695
40978,-27604.2939707862,-27604.2939707862,-27604.2939707862
40979,-27852.1472118911,-27852.1472118911,-27852.1472118911
40980,-27979.1941840239,-27979.1941840239,-27979.1941840239
40981,-28032.5268675634,-28032.5268675634,-28032.5268675634
40982,-28136.3743001196,-28136.3743001196,-28136.3743001196
40983,-28676.6566030524,-28676.6566030524,-28676.6566030524
40984,-28107.0607016753,-28107.0607016753,-28107.0607016753
40985,-28874.5970521424,-28874.5970521424,-28874.5970521424
40986,-27879.0039959891,-27879.0039959891,-27879.0039959891
40987,-28136.0616972206,-28136.0616972206,-28136.0616972206
40988,-27025.2036900143,-27025.2036900143,-27025.2036900143
40989,-27686.3145749222,-27686.3145749222,-27686.3145749222
40990,-28147.7236618968,-28147.7236618968,-28147.7236618968
40991,-27964.0785115642,-27964.0785115642,-27964.0785115642
40992,-28024.3534552851,-28024.3534552851,-28024.3534552851
40993,-27562.6214778734,-27562.6214778734,-27562.6214778734
40994,-28273.0005722003,-28273.0005722003,-28273.0005722003
40995,-28102.5071698726,-28102.5071698726,-28102.5071698726
40996,-27625.123769365,-27625.123769365,-27625.123769365
40997,-27921.9816245442,-27921.9816245442,-27921.9816245442
40998,-26803.5002593096,-26803.5002593096,-26803.5002593096
40999,-28188.125428606,-28188.125428606,-28188.125428606
41000,-27472.360520462,-27472.360520462,-27472.360520462
41001,-27881.3855475484,-27881.3855475484,-27881.3855475484
41002,-27863.3736744036,-27863.3736744036,-27863.3736744036
41003,-27746.0563487007,-27746.0563487007,-27746.0563487007
41004,-27305.598498915,-27305.598498915,-27305.598498915
41005,-27801.2146007618,-27801.2146007618,-27801.2146007618
41006,-27702.8466101058,-27702.8466101058,-27702.8466101058
41007,-27599.5832950379,-27599.5832950379,-27599.5832950379
41008,-27793.5435228045,-27793.5435228045,-27793.5435228045
41009,-29997.4430497653,-29997.4430497653,-29997.4430497653
41010,-27797.9286471054,-27797.9286471054,-27797.9286471054
41011,-28070.2627106816,-28070.2627106816,-28070.2627106816
41012,-27555.3073967776,-27555.3073967776,-27555.3073967776
41013,-27705.2380965311,-27705.2380965311,-27705.2380965311
41014,-26428.6702556473,-26428.6702556473,-26428.6702556473
41015,-28000.8391306922,-28000.8391306922,-28000.8391306922
41016,-27941.8079350195,-27941.8079350195,-27941.8079350195
41017,-28231.6640125072,-28231.6640125072,-28231.6640125072
41018,-28211.7937974939,-28211.7937974939,-28211.7937974939
41019,-27862.7710342878,-27862.7710342878,-27862.7710342878
41020,-28190.4277120777,-28190.4277120777,-28190.4277120777
41021,-27725.778008375,-27725.778008375,-27725.778008375
41022,-26996.7755631024,-26996.7755631024,-26996.7755631024
41023,-27065.3907853576,-27065.3907853576,-27065.3907853576
41024,-27986.8096528568,-27986.8096528568,-27986.8096528568
41025,-28145.6706175002,-28145.6706175002,-28145.6706175002
41026,-28009.9347736897,-28009.9347736897,-28009.9347736897
41027,-28018.4149439843,-28018.4149439843,-28018.4149439843
41028,-27574.582748254,-27574.582748254,-27574.582748254
41029,-28277.0465559799,-28277.0465559799,-28277.0465559799
41030,-27210.4676764255,-27210.4676764255,-27210.4676764255
41031,-27684.7091967228,-27684.7091967228,-27684.7091967228
41032,-27642.1091588623,-27642.1091588623,-27642.1091588623
41033,-27796.3876257051,-27796.3876257051,-27796.3876257051
41034,-28438.8999431925,-28438.8999431925,-28438.8999431925
41035,-27587.6792550151,-27587.6792550151,-27587.6792550151
